material_id,formula,battery_family,india_feasibility_score,india_decision_label,target_is_stable,improved_pca_1,improved_pca_2,improved_pca_3,improved_pca_4,improved_pca_5,improved_pca_6,improved_pca_7,improved_pca_8
mp-1174575,Li4MnCo2O7,LCO-family,44,Avoid / Benchmark,0,0.973172,0.573689,0.046578,0.725982,0.689376,0.658853,0.602646,0.233385
mp-769464,LiLa3MnO7,LMO-family,82,Research Candidate,0,0.833776,0.681509,0.349526,0.727585,0.424837,0.133236,0.54437,0.149934
mp-759984,Li5Cr3NiO8,Other lithium material,47,Caution,0,0.448317,0.548702,0.693035,0.594951,0.651533,0.512426,0.313398,0.125469
mp-758642,LiMn3(P3O10)2,LMO-family,84,Research Candidate,0,0.72619,0.325488,0.408699,0.644287,0.43214,0.206773,0.48217,0.039558
mp-3552,Li2Si2O5,Silicon-family,81,Research Candidate,0,0.580961,0.541855,0.49783,0.143948,0.333593,0.476049,0.275942,0.283816
mp-3231043,Li2Nd3ErPt3,Other lithium material,61,Caution,1,0.233194,0.48172,0.531851,0.809482,0.470358,0.660157,0.368332,0.154082
mp-3210071,Li2CaSb2Pb,Other lithium material,51,Caution,1,0.241285,0.491039,0.541433,0.804896,0.462242,0.665579,0.366515,0.16258
mp-1188344,CsLiCl2,Other lithium material,61,Caution,1,0.326489,0.96067,0.491259,0.490809,0.282521,0.708221,0.568452,0.343207
mp-3203370,Li2B2OsRu,Other lithium material,61,Caution,1,0.341371,0.827231,0.466644,0.928109,0.460432,0.605931,0.435293,0.231984
mp-867162,LiTm2Rh,Other lithium material,61,Caution,1,0.027138,0.357329,0.331998,0.642958,0.690239,0.313252,0.418595,0.328527
mp-1221439,Na4Li5(WO3)10,Other lithium material,51,Caution,0,0.548633,0.312698,0.870909,0.655764,0.598653,0.612946,0.417499,0.184923
mp-3302498,Na3LiMoO5,Other lithium material,61,Caution,1,0.552056,0.326506,0.880812,0.629851,0.592388,0.607807,0.411034,0.209058
mp-3231504,LiEr2PdPt4,Other lithium material,61,Caution,1,0.173693,0.44983,0.483,0.76318,0.513947,0.603831,0.358871,0.157458
mp-1236061,LiLa2TiCrO6,LTO-family,70,Research Candidate,0,0.730427,0.195966,0.684433,0.620357,0.448165,0.468967,0.239592,0.269124
mp-753714,Li3CuS2,Li-S or sulfide-family,68,Research Candidate,0,0.215422,0.255187,0.111871,0.575705,0.385419,0.182974,0.084789,0.52597
mp-781603,Li4Mn3Fe(BO3)4,LMO-family,87,Research Candidate,0,0.858358,0.084851,0.684662,0.647795,0.394347,0.216594,0.433864,0.452534
mp-777041,Li4Mn3Co3(SnO8)2,LCO-family,46,Avoid / Benchmark,0,0.974756,0.003734,0.303208,0.640428,0.643579,0.804182,0.624741,0.237111
mp-758359,Li2CrSi4O11,Silicon-family,77,Research Candidate,0,0.587634,0.405786,0.467651,0.559571,0.523813,0.351053,0.142491,0.18945
mp-3248964,RbLi2CeSb2,Other lithium material,61,Caution,1,0.159933,0.447775,0.47484,0.741044,0.521572,0.588653,0.353334,0.167581
mp-24148,LiLa2HO3,Other lithium material,55,Caution,0,0.403213,0.621317,0.668301,0.224961,0.513468,0.60836,0.454408,0.152721
mp-841,Li2O2,Other lithium material,61,Caution,1,0.307801,0.582302,0.593052,0.178549,0.556436,0.558961,0.45437,0.143401
mp-856977,Li3Fe4O3F5,Other lithium material,45,Caution,0,0.557727,0.290796,0.981251,0.743696,0.602314,0.568987,0.484124,0.877992
mp-3241386,Li2AgIrN,Other lithium material,61,Caution,1,0.179869,0.452965,0.487909,0.773375,0.506401,0.615953,0.359035,0.151004
mp-30766,Li5Sn2,Other lithium material,61,Caution,1,0.112569,0.532241,0.45191,0.393431,0.35884,0.720909,0.508837,0.183822
mp-1174421,Li4MnCo2O7,LCO-family,44,Avoid / Benchmark,0,0.966189,0.007076,0.298878,0.638741,0.638571,0.809689,0.630678,0.239204
mp-759066,LiAgF3,Other lithium material,47,Caution,0,0.145775,0.462728,0.510638,0.81616,0.501934,0.610702,0.55959,0.575367
mp-757200,Li3Si2Bi3O10,Silicon-family,77,Research Candidate,0,0.736238,0.790138,0.44583,0.666966,0.479933,0.320971,0.206142,0.301925
mp-3206562,LiYMgPt3,Other lithium material,61,Caution,1,0.16074,0.442857,0.472337,0.754064,0.522896,0.592692,0.356665,0.157101
mp-1209490,Rb2LiS2,Li-S or sulfide-family,63,Research Candidate,0,0.344291,0.32758,0.239944,0.741466,0.210422,0.495823,0.038562,0.308205
mp-3213176,CsLi6BiO6,Other lithium material,61,Caution,1,0.367734,0.500244,0.623714,0.548294,0.710068,0.444134,0.303025,0.115315
mp-762930,Li3(NiO2)5,Other lithium material,47,Caution,0,0.533455,0.304273,0.856209,0.674563,0.597352,0.625384,0.426086,0.163737
mp-780731,Li2Cu(PO3)3,Other lithium material,52,Caution,0,0.455448,0.540929,0.692038,0.626612,0.650914,0.525361,0.321607,0.103308
mp-3274913,RbLi(TaBr3)3,Other lithium material,61,Caution,1,0.342642,0.271424,0.729581,0.825283,0.405768,0.751731,0.462154,0.258135
mp-1175576,Li9Mn2Co5O16,LCO-family,44,Avoid / Benchmark,0,0.967332,0.011363,0.301992,0.630997,0.636494,0.80837,0.628682,0.246446
mp-758609,Li2Fe(PO3)4,LFP-family,96,Recommend,0,0.758948,0.765813,0.525675,0.659971,0.498673,0.248924,0.073212,0.613465
mp-3201259,LiYHgPt3,Other lithium material,51,Caution,1,0.160223,0.442552,0.471887,0.754519,0.522794,0.593201,0.356453,0.15616
mp-752794,Li3Mn2CoO6,LCO-family,46,Avoid / Benchmark,0,0.97357,0.57332,0.04657,0.726757,0.68984,0.658494,0.603221,0.233249
mp-989559,Cs2NaLiF6,Other lithium material,57,Caution,1,0.033373,0.376416,0.384563,0.697407,0.678435,0.31492,0.6091,0.756074
mp-1175699,Li9Mn2Co5O16,LCO-family,43,Avoid / Benchmark,0,0.964977,0.003794,0.296318,0.644594,0.639967,0.81102,0.631931,0.23333
mp-542207,Ba3LiOs2O9,Other lithium material,61,Caution,1,0.323481,0.566219,0.595459,0.1973,0.572744,0.547565,0.448067,0.126486
mp-756694,Li3Ti(NiO2)4,LTO-family,73,Research Candidate,0,0.724536,0.76336,0.424041,0.709738,0.493125,0.327878,0.215742,0.257526
mp-760257,LiFe2(BO3)2,Other lithium material,54,Caution,0,0.573851,0.286073,0.950646,0.660035,0.61632,0.546585,0.286989,0.488204
mp-1209986,NaLiEr2F8,Other lithium material,57,Caution,1,0.237017,0.552506,0.611926,0.7514,0.439902,0.631609,0.540873,0.684286
mp-1177464,Li4Mn3Fe3(PO4)6,LMFP-family,93,Research Candidate,0,0.852867,0.06605,0.670756,0.681647,0.403177,0.222835,0.442223,0.420304
mp-558369,K2LiVO4,Other lithium material,61,Caution,1,0.53784,0.99363,0.632308,0.332461,0.481176,0.568387,0.518474,0.256599
mp-757957,LiMnCO4,LMO-family,82,Research Candidate,0,0.826451,0.671091,0.339573,0.745402,0.427276,0.140773,0.545521,0.127882
mp-3221859,Li(TbBi)2,Other lithium material,61,Caution,1,0.13171,0.433442,0.450139,0.741381,0.533032,0.580896,0.360272,0.155959
mp-1212457,Li3Gd3(TeO6)2,Other lithium material,61,Caution,1,0.250338,0.421692,0.497763,0.421318,0.880225,0.151355,0.358192,0.306862
mp-561474,K3LiSiO4,Silicon-family,87,Research Candidate,1,0.708021,0.880506,0.44007,0.293282,0.324332,0.431667,0.344016,0.341353
mp-867726,Li7(CoO3)2,LCO-family,40,Avoid / Benchmark,0,0.863005,0.677033,0.131457,0.670608,0.747743,0.846207,0.274464,0.380721
mp-559129,Li3Er(NO3)6,Other lithium material,61,Caution,1,0.530798,0.984313,0.623171,0.346453,0.484213,0.573324,0.519445,0.238519
mp-3248113,LiTh2BIr5,Other lithium material,61,Caution,1,0.191564,0.459355,0.497623,0.778713,0.499943,0.622643,0.361466,0.154602
mp-3203193,LiV(CuS2)2,Li-S or sulfide-family,78,Research Candidate,1,0.365417,0.339773,0.259857,0.727043,0.206484,0.490011,0.030372,0.328923
mp-2744,LiPd,Other lithium material,61,Caution,1,0.100114,0.525562,0.44168,0.383877,0.367886,0.70928,0.506835,0.184372
mp-759959,Li10Mn5Fe3O16,LMO-family,83,Research Candidate,0,0.843124,0.068524,0.665289,0.682235,0.397479,0.230646,0.447625,0.418945
mp-1235313,SrLiAlO3,Other lithium material,46,Caution,0,0.399499,0.524554,0.654181,0.549408,0.68836,0.46141,0.304962,0.135505
mp-861625,LiZnAg2,Other lithium material,61,Caution,1,0.025552,0.356394,0.330617,0.644353,0.689926,0.314813,0.417944,0.325639
mp-3230055,Li3La3ZnPd2,Other lithium material,61,Caution,1,0.141104,0.432195,0.456089,0.743015,0.534908,0.579031,0.352901,0.153423
mp-757242,Li5AuO4,Other lithium material,61,Caution,1,0.416031,0.53113,0.664345,0.596761,0.664999,0.50417,0.319921,0.109487
mp-3275468,Li2Ni12As7,Other lithium material,47,Caution,1,0.141297,0.438462,0.457901,0.752481,0.523967,0.59421,0.361245,0.151292
mp-1020109,LiMg3P3O11,Other lithium material,63,Caution,1,0.416002,0.649074,0.691193,0.184274,0.498003,0.604907,0.444344,0.195337
mp-3213349,LiGa(IO3)4,Other lithium material,61,Caution,1,0.547973,0.329232,0.880268,0.62387,0.588311,0.61155,0.405856,0.208955
mp-3250599,LiEuAs2Pd,Other lithium material,51,Caution,1,0.185191,0.455977,0.492426,0.772599,0.50526,0.615265,0.360627,0.156271
mp-1236209,LiAgClO4,Other lithium material,46,Caution,0,0.360922,0.482872,0.609889,0.584696,0.713822,0.458372,0.308316,0.077467
mp-1147674,Li(CuN)3,Other lithium material,46,Caution,0,0.025097,0.355998,0.330104,0.648662,0.687645,0.319811,0.417164,0.320384
mp-636952,LiCS(OF)3,Li-S or sulfide-family,65,Research Candidate,0,0.712319,0.899118,0.44765,0.324688,0.167753,0.444716,0.368907,0.859399
mp-3230882,LiMg3(SiPt)2,Other lithium material,63,Caution,1,0.162061,0.443509,0.47337,0.756809,0.520965,0.595942,0.356614,0.155081
mp-3250218,BaLi2La4O8,Other lithium material,61,Caution,1,0.566066,0.903307,0.638173,0.699642,0.640731,0.44973,0.381767,0.22467
mp-780509,Li3Mn4(BO3)4,LMO-family,82,Research Candidate,0,0.819694,0.094321,0.586004,0.679902,0.381365,0.295348,0.580153,0.11623
mp-863382,Li4Nb(P2O7)2,Other lithium material,53,Caution,0,0.390092,0.504531,0.637578,0.578254,0.6997,0.463497,0.312161,0.105124
mp-1282858,Li3Co3SbO8,LCO-family,41,Avoid / Benchmark,0,0.86611,0.110293,0.39075,0.581229,0.699634,0.992185,0.295263,0.388405
mp-3209084,Li2Hf2NbN5,Other lithium material,61,Caution,1,0.351308,0.840828,0.4798,0.907691,0.455761,0.599142,0.433587,0.257951
mp-1147684,Li10Zn(PS4)4,Li-S or sulfide-family,74,Research Candidate,0,0.528909,0.72437,0.245737,0.85928,0.157347,0.472994,0.101881,0.430854
mp-3223681,Li3Ca4MgAg4,Other lithium material,61,Caution,1,0.346679,0.830076,0.471002,0.93223,0.456549,0.610944,0.436139,0.231695
mp-3260447,LiNd2C3O,Carbon-family,95,Recommend,1,0.55497,0.384559,0.438489,0.555263,0.541338,0.337874,0.137211,0.169602
mp-3210843,Li12NbOsN8,Other lithium material,61,Caution,1,0.187102,0.458596,0.494922,0.771806,0.502414,0.617847,0.359715,0.157639
mp-3329501,Li(InAu)2,Other lithium material,61,Caution,1,0.147543,0.441828,0.463046,0.756753,0.519722,0.599437,0.362327,0.151604
mp-778743,Li5Cu(PO4)2,Other lithium material,55,Caution,0,0.562772,0.890734,0.629008,0.727868,0.643444,0.460359,0.386645,0.19712
mp-765992,Li3Mn(OF)2,LMO-family,76,Research Candidate,0,0.822251,0.692123,0.385945,0.805862,0.406875,0.156618,0.740377,0.547332
mp-12645,LiHoO2,Other lithium material,61,Caution,1,0.533051,1.0,0.631747,0.32504,0.476971,0.568997,0.525586,0.267776
mp-754285,Li5MnO4,LMO-family,80,Research Candidate,0,0.693944,0.318144,0.386081,0.622446,0.441954,0.192249,0.4826,0.043531
mp-1020627,SrLiAl3N4,Other lithium material,61,Caution,1,0.320775,0.372431,0.733317,0.439581,0.243052,0.863757,0.596745,0.311549
mp-3314627,LiPr4(FeO4)3,Other lithium material,64,Caution,1,0.573197,0.279705,0.94658,0.670846,0.620568,0.546416,0.290969,0.47953
mp-6499,BaLiBO3,Other lithium material,61,Caution,1,0.540211,0.99823,0.636271,0.322571,0.480741,0.563609,0.517605,0.267612
mp-1177603,Li3MnV(PO4)3,LMO-family,82,Research Candidate,0,0.828766,0.093316,0.591981,0.676426,0.385743,0.288097,0.573205,0.119031
mp-3294779,K2Li3AlO4,Other lithium material,61,Caution,1,0.431531,0.552106,0.686605,0.551875,0.660195,0.487343,0.303546,0.1521
mp-757366,Li2CoP2O7,LCO-family,45,Avoid / Benchmark,0,0.873539,0.126776,0.404313,0.552128,0.693392,0.984222,0.290061,0.419221
mp-3205182,LiMnH6Ir,Other lithium material,64,Caution,1,0.144589,0.270097,0.260314,0.676314,0.621807,0.126044,0.74052,0.203908
mp-3211438,SrLiH9W,Other lithium material,61,Caution,1,0.149658,0.462848,0.478552,0.687736,0.520284,0.569234,0.338948,0.205582
mp-778325,Li2TiV3O8,LTO-family,79,Research Candidate,0,0.732447,0.775982,0.435561,0.690694,0.487914,0.323071,0.213055,0.280115
mp-541365,LiEuH3,Other lithium material,61,Caution,1,0.004674,0.448302,0.329496,0.279503,0.5313,0.430929,0.558863,0.362781
mp-849723,LiMnP2O7,LMO-family,82,Research Candidate,0,0.820105,0.095234,0.586755,0.67829,0.381019,0.294908,0.579865,0.117937
mp-759719,LiMn2P2(O4F)2,LMO-family,80,Research Candidate,0,0.817544,0.107623,0.630777,0.743295,0.368442,0.305314,0.767788,0.527306
mp-776021,Li4Sb(TeO4)3,Other lithium material,51,Caution,0,0.557778,0.876707,0.618131,0.755679,0.647813,0.469278,0.391642,0.169012
mp-3249740,LiPrInAg,Other lithium material,61,Caution,1,0.040574,0.35834,0.34135,0.644942,0.690721,0.311959,0.412289,0.328928
mp-532413,Li5B7S13,Li-S or sulfide-family,78,Research Candidate,1,0.520937,0.73252,0.244548,0.847838,0.150184,0.476541,0.10519,0.441458
mp-607785,Rb6LiNd11Se12(Cl4O9)4,Other lithium material,61,Caution,1,0.379105,0.603097,0.649309,0.175628,0.547532,0.556606,0.428941,0.167023
mp-34121,LiSbS2,Li-S or sulfide-family,72,Research Candidate,0,0.337727,0.326669,0.236156,0.725204,0.217466,0.48168,0.036905,0.319579
mp-3214383,LiY19(Cd3Os)2,Other lithium material,51,Caution,1,0.155281,0.439764,0.467701,0.754961,0.52401,0.593515,0.355017,0.151585
mp-3222853,LiSc2(AsIr)3,Other lithium material,51,Caution,1,0.233293,0.481778,0.531936,0.809395,0.470378,0.66006,0.368373,0.154262
mp-3201712,LiSiPtRh,Other lithium material,63,Caution,1,0.042338,0.35938,0.342886,0.64339,0.691069,0.310223,0.413014,0.332142
mp-753172,Li4Cr5O10,Other lithium material,53,Caution,0,0.537941,0.306111,0.859641,0.672123,0.598752,0.621012,0.428479,0.170753
mp-1301550,Li2VO2F,Other lithium material,47,Caution,0,0.540201,0.328984,0.91233,0.719556,0.581691,0.627398,0.613002,0.598756
mp-779336,Li3Cr2(PO4)3,Other lithium material,53,Caution,0,0.565781,0.898324,0.635028,0.715293,0.639765,0.45822,0.383745,0.209846
mp-1174232,Li4MnCo3O8,LCO-family,43,Avoid / Benchmark,0,0.973705,0.573337,0.04663,0.728592,0.688771,0.660635,0.60298,0.231282
mp-3250575,Li3AcP2,Other lithium material,63,Caution,1,0.152786,0.451641,0.471552,0.739608,0.516475,0.593915,0.359896,0.170753
mp-1029776,Li2GeN2,Other lithium material,61,Caution,1,0.340635,0.849877,0.477722,0.89398,0.446478,0.605213,0.434088,0.267196
mp-3322019,Li(Cu2P)2,Other lithium material,63,Caution,1,0.163569,0.450392,0.47618,0.770003,0.507545,0.615515,0.364757,0.149812
mp-768875,Li6B4O9,Other lithium material,51,Caution,0,0.548828,0.340598,0.885576,0.610208,0.583022,0.608788,0.413808,0.230671
mp-3323592,Rb2Li2CrO4,Other lithium material,61,Caution,1,0.547774,0.3129,0.870587,0.654281,0.5986,0.612618,0.416833,0.185432
mp-773085,LiCoSbO4,LCO-family,51,Avoid / Benchmark,1,0.741629,0.324789,0.187976,0.521253,0.773383,0.873816,0.192472,0.313835
mp-3202785,LiCaP2Pd,Other lithium material,63,Caution,1,0.18519,0.455977,0.492425,0.7726,0.505259,0.615266,0.360627,0.15627
mp-1110970,Cs2LiTaF6,Other lithium material,46,Caution,0,0.035716,0.377799,0.386603,0.695345,0.678897,0.312614,0.610062,0.760342
mp-3247849,RbLi2TmBi2,Other lithium material,61,Caution,1,0.159009,0.447182,0.474008,0.741947,0.521421,0.589565,0.352987,0.165831
mp-1110706,Rb2LiYBr6,Other lithium material,61,Caution,1,0.050783,0.389369,0.364998,0.581067,0.681918,0.290343,0.400955,0.392794
mp-861905,LiBiPd2,Other lithium material,61,Caution,1,0.026707,0.357075,0.331622,0.643337,0.690154,0.313677,0.418417,0.327742
mp-778621,Li32Ti3Cr13O48,LTO-family,79,Research Candidate,0,0.721144,0.20228,0.681459,0.613884,0.440284,0.476132,0.242748,0.273702
mp-1035613,LiMg14WO16,Other lithium material,51,Caution,0,0.447989,0.558088,0.698483,0.567282,0.651614,0.499741,0.308598,0.150226
mp-3208512,Li4HfZrBr12,Other lithium material,61,Caution,1,0.17715,0.472109,0.497984,0.71322,0.507417,0.587982,0.348185,0.203276
mp-861717,Li8MnFe7(PO4)8,LMFP-family,97,Research Candidate,0,0.871422,0.663122,0.442336,0.719224,0.438372,0.065017,0.401976,0.464015
mp-758318,Li5VP2(O4F)2,Other lithium material,49,Caution,0,0.384278,0.526618,0.685717,0.61253,0.686466,0.461714,0.493034,0.538955
mp-850006,LiNiPO4,Other lithium material,48,Caution,0,0.368562,0.503393,0.626027,0.539851,0.710241,0.439769,0.30206,0.123807
mp-761243,Li5Fe8(BO3)8,Other lithium material,54,Caution,0,0.574139,0.286763,0.951203,0.65881,0.616045,0.546274,0.286752,0.489473
mp-759038,Li4Ti2Fe3Co3O16,LCO-family,46,Avoid / Benchmark,0,0.908657,0.64535,0.222487,0.680537,0.773442,0.771279,0.132806,0.680063
mp-1211341,Li3FeO6,Other lithium material,49,Caution,0,0.431986,0.485042,0.727755,0.639875,0.686915,0.453359,0.194305,0.370595
mp-1040138,LiMg30SiO32,Silicon-family,77,Research Candidate,0,0.565389,0.390578,0.447443,0.550001,0.541202,0.33217,0.140895,0.184153
mp-3215974,LiTa3(TiH4)4,Other lithium material,63,Caution,1,0.343715,0.828518,0.468597,0.928977,0.459251,0.607037,0.435811,0.232934
mp-14495,Li6ZnO4,Other lithium material,61,Caution,1,0.355085,0.611156,0.635983,0.180105,0.531313,0.578449,0.448436,0.165773
mp-5001,Li3BN2,Other lithium material,61,Caution,1,0.318747,0.9456,0.478349,0.518125,0.287116,0.717543,0.572266,0.313041
mp-866716,RbLiH12Se3N4,Other lithium material,61,Caution,1,0.328109,0.923236,0.473769,0.54628,0.304372,0.711366,0.56528,0.282033
mp-26533,LiNb2(PO4)3,Other lithium material,53,Caution,0,0.558162,0.876854,0.618482,0.749984,0.651348,0.462089,0.392874,0.175964
mp-1191877,LiGdSn,Other lithium material,61,Caution,1,0.110134,0.524812,0.448293,0.381053,0.372077,0.702249,0.500313,0.187403
mp-3230121,LiNd3Cd3Ga2,Other lithium material,51,Caution,1,0.14136,0.432346,0.456312,0.74279,0.534959,0.578779,0.353006,0.15389
mp-3240867,Li2DyPt3,Other lithium material,61,Caution,1,0.152191,0.444443,0.466976,0.756571,0.518447,0.599413,0.363642,0.155643
mp-3223527,Li4Pr4RuPt3,Other lithium material,61,Caution,1,0.348455,0.831123,0.472548,0.930667,0.456899,0.609197,0.436867,0.234929
mp-675800,Li5TiP3,Other lithium material,57,Caution,0,0.337362,0.836521,0.468183,0.917248,0.453678,0.607913,0.440707,0.245975
mp-1306908,Li4Si2NiO7,Silicon-family,75,Research Candidate,0,0.739176,0.793606,0.449384,0.66298,0.478272,0.320257,0.205825,0.307632
mp-807998,Li4V3CrO8,Other lithium material,46,Caution,0,0.533739,0.297002,0.853899,0.680841,0.600685,0.626843,0.416267,0.148983
mp-3334857,Li4NdSb2,Other lithium material,61,Caution,1,0.14821,0.442285,0.463685,0.754213,0.520949,0.596506,0.362897,0.155031
mp-3244386,LiNdPt4,Other lithium material,61,Caution,1,0.034294,0.361264,0.337965,0.645452,0.68672,0.316447,0.420199,0.331603
mp-690866,LiMnPO4,LMO-family,84,Research Candidate,0,0.839452,0.69139,0.358192,0.719585,0.416115,0.138656,0.540546,0.158992
mp-861893,Li2LaPb,Other lithium material,51,Caution,1,0.026482,0.356942,0.331427,0.643535,0.690109,0.313898,0.418325,0.327333
mp-1235174,LiEu2Cr2O8,Other lithium material,50,Caution,0,0.559374,0.877441,0.61942,0.752826,0.649396,0.465446,0.392778,0.173745
mp-3208423,SrLi(NiGe)2,Other lithium material,57,Caution,1,0.138403,0.43076,0.453883,0.740508,0.537114,0.576002,0.352533,0.154035
mp-1222654,Li2GaSi,Other lithium material,52,Caution,0,0.030611,0.359091,0.334758,0.648694,0.685994,0.320072,0.418687,0.324894
mp-1211514,LiEuF2,Other lithium material,42,Caution,0,0.160908,0.47102,0.523229,0.82238,0.493963,0.618557,0.562839,0.580801
mp-2927,LiAg2Sn,Other lithium material,61,Caution,1,0.000615,0.446035,0.326078,0.279168,0.532691,0.430374,0.55779,0.359813
mp-1211094,LiCaVF6,Other lithium material,57,Caution,1,0.165187,0.483705,0.534951,0.772134,0.499371,0.590147,0.546395,0.62181
mp-1174121,Li5Mn2CoO8,LCO-family,43,Avoid / Benchmark,0,0.973311,0.573168,0.046345,0.726985,0.689788,0.658749,0.603115,0.232777
mp-759187,Li3Ti2(PO4)3,LTO-family,77,Research Candidate,0,0.72678,0.765119,0.426281,0.704199,0.494995,0.322239,0.216876,0.265417
mp-752542,Li2Ti2Mn3O10,LMO-family,82,Research Candidate,0,0.819076,0.09315,0.585004,0.681032,0.382325,0.294864,0.580619,0.115013
mp-1176978,Li9V6(P8O29)2,Other lithium material,55,Caution,0,0.54859,0.307248,0.86769,0.665918,0.6021,0.613281,0.421181,0.177095
mp-27587,Li8Pb3,Other lithium material,51,Caution,1,0.112264,0.532061,0.451644,0.3937,0.358779,0.72121,0.508711,0.183265
mp-3252265,LiEr2Rh5C,Carbon-family,95,Recommend,1,0.362766,0.348614,0.307298,0.737148,0.34103,0.487092,0.185871,0.241638
mp-3223729,LiTb2ZnPt2,Other lithium material,61,Caution,1,0.240744,0.485792,0.538073,0.814561,0.465274,0.666376,0.369653,0.154556
mp-864781,LiYb2Hg,Other lithium material,51,Caution,1,0.026106,0.35672,0.331099,0.643866,0.690035,0.314267,0.418171,0.326648
mp-1185376,LiLaTl2,Other lithium material,61,Caution,1,0.026384,0.356884,0.331342,0.643621,0.69009,0.313994,0.418285,0.327155
mp-3201554,LiInPdRh,Other lithium material,61,Caution,1,0.04084,0.358497,0.341582,0.644708,0.690774,0.311697,0.412399,0.329413
mp-1100667,Li9Mn2Co5O16,LCO-family,44,Avoid / Benchmark,0,0.976343,0.577782,0.050599,0.722718,0.686315,0.660156,0.601753,0.238092
mp-1203183,LiPH3NO3,Other lithium material,53,Caution,0,0.536134,0.42355,0.88715,0.245501,0.434142,0.71572,0.538151,0.257986
mp-36111,LiMgP,Other lithium material,63,Caution,1,0.037045,0.373353,0.346497,0.623515,0.680596,0.313176,0.41419,0.351564
mp-859107,LiCr(SiO3)2,Silicon-family,77,Research Candidate,0,0.725474,0.21123,0.688979,0.598148,0.437064,0.471527,0.240164,0.290724
mp-3244635,LiLaSi2Au,Other lithium material,63,Caution,1,0.184176,0.455379,0.491542,0.773492,0.505059,0.616264,0.360211,0.154423
mp-3252097,LiTbHoRu,Other lithium material,61,Caution,1,0.0399,0.357942,0.340763,0.645536,0.690588,0.312623,0.412013,0.3277
mp-25907,LiSn(PO3)4,Other lithium material,55,Caution,0,0.42923,0.519989,0.666437,0.62227,0.672518,0.504892,0.321541,0.091239
mp-3208124,Li3B4PdRh4,Other lithium material,61,Caution,1,0.336727,0.258825,0.719078,0.848395,0.409836,0.759179,0.465769,0.233287
mp-3286420,Li(TaSe2)4,Other lithium material,61,Caution,1,0.132172,0.433714,0.450541,0.740974,0.533123,0.580441,0.360462,0.1568
mp-3323039,LiHf4Pt15,Other lithium material,61,Caution,1,0.174602,0.456487,0.485406,0.772993,0.5026,0.619444,0.36736,0.155523
mp-3252358,LiErInAg,Other lithium material,61,Caution,1,0.040543,0.358321,0.341323,0.64497,0.690715,0.31199,0.412277,0.328871
mp-1194281,Li2Co(SO4)2,LCO-family,52,Avoid / Benchmark,1,0.855933,0.771167,0.097032,0.271043,0.451886,0.956494,0.246226,0.526169
mp-3207035,Cs2LiAg3F12,Other lithium material,57,Caution,1,0.16549,0.478859,0.532109,0.795002,0.494111,0.607157,0.547397,0.599267
mp-3252983,LiNdMnPt3,Other lithium material,64,Caution,1,0.260547,0.341294,0.381293,0.808431,0.460623,0.410366,0.69073,0.009997
mp-3170953,Li(CaPd)2,Other lithium material,61,Caution,1,0.203707,0.472004,0.509225,0.798178,0.479857,0.649948,0.371604,0.151001
mp-1178348,Li2Cu2C2O7,Carbon-family,85,Recommend,0,0.722223,0.762059,0.422085,0.70982,0.493765,0.32788,0.215089,0.255525
mp-2935,Li2GeAu,Other lithium material,61,Caution,1,0.00707,0.449557,0.331435,0.28228,0.529034,0.434259,0.559106,0.361611
mp-1212343,Li22(Cu3Si2)7,Other lithium material,63,Caution,1,0.158853,0.448162,0.472483,0.765783,0.510807,0.61104,0.363804,0.1505
mp-3291982,LiNb5As4,Other lithium material,51,Caution,1,0.197228,0.468563,0.503935,0.792157,0.485152,0.642675,0.370722,0.152477
mp-1195536,CsLi5Mn(P2O7)2,LMO-family,92,Research Candidate,1,0.693466,0.425625,0.408458,0.213768,0.285018,0.285091,0.600314,0.118901
mp-1040348,KLiMg30O31,Other lithium material,51,Caution,0,0.456652,0.549247,0.697611,0.605861,0.649713,0.516952,0.317932,0.122734
mp-1206759,LiZrS2,Li-S or sulfide-family,78,Research Candidate,1,0.329098,0.319794,0.227799,0.71869,0.227693,0.468688,0.037807,0.321473
mp-3248866,Li2AcAg2,Other lithium material,61,Caution,1,0.16148,0.449255,0.474449,0.768911,0.508776,0.614158,0.364344,0.149327
mp-1147686,Li10Zn(PS4)4,Li-S or sulfide-family,74,Research Candidate,0,0.518098,0.151784,0.492568,0.778663,0.110424,0.623255,0.131553,0.428638
mp-3203159,SrLiPRh2,Other lithium material,63,Caution,1,0.191506,0.459321,0.497573,0.778764,0.499932,0.622699,0.361442,0.154497
mp-776035,Li9Cu3P8O29,Other lithium material,55,Caution,0,0.367371,0.490215,0.617632,0.567833,0.71568,0.446155,0.3094,0.099573
mp-1078834,LiRuF6,Other lithium material,57,Caution,1,0.131703,0.564481,0.518765,0.442709,0.335825,0.730028,0.697799,0.623681
mp-3223788,Li(TmSb)2,Other lithium material,61,Caution,1,0.132371,0.433832,0.450714,0.740799,0.533162,0.580245,0.360544,0.157163
mp-1222798,Li14MgSi4,Other lithium material,63,Caution,1,0.171949,0.455496,0.483422,0.775176,0.501143,0.62316,0.36571,0.15045
mp-1176667,LiMn2(BO3)2,LMO-family,80,Research Candidate,0,0.819494,0.094167,0.585809,0.680146,0.381349,0.295547,0.580096,0.115814
mp-3244599,Li2Pr2Si2Sn,Other lithium material,63,Caution,1,0.217486,0.473248,0.518905,0.798884,0.480954,0.64718,0.365588,0.153132
