material_id,formula,battery_family,india_feasibility_score,india_decision_label,is_stable,target_is_stable,space_group_number,band_gap,formation_energy_per_atom,number_of_elements,has_fe,has_p,has_mn,has_c,has_si,has_s,scaled_space_group_number,scaled_band_gap,scaled_formation_energy_per_atom,scaled_number_of_elements,scaled_has_fe,scaled_has_p,scaled_has_mn,scaled_has_c,scaled_has_si,scaled_has_s
mp-753130,Li4CuF7,Other lithium material,47,Caution,0,0,15,0.2384,-2.619137209,3,0,0,0,0,0,0,0.061135,0.031906,0.174364,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-780191,Li4Co3OF11,LCO-family,37,Avoid / Benchmark,0,0,1,0.6653,-2.455045772,4,0,0,0,0,0,0,0.0,0.08904,0.194656,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-758793,Li2CuSiO4,Silicon-family,77,Research Candidate,0,0,14,0.1415,-2.333926213,4,0,0,0,0,1,0,0.056769,0.018938,0.209634,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-3251246,CsLi2TbBi2,Other lithium material,61,Caution,1,1,164,0.8012,-0.776092834,4,0,0,0,0,0,0,0.71179,0.107228,0.402284,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-753080,Li3V(OF)2,Other lithium material,47,Caution,0,0,65,1.1775,-2.74942653,4,0,0,0,0,0,0,0.279476,0.15759,0.158251,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-771170,Li3Zn2Fe19O32,Other lithium material,54,Caution,0,0,1,1.3244,-1.698801698,4,1,0,0,0,0,0,0.0,0.177251,0.288177,0.5,1.0,0.0,0.0,0.0,0.0,0.0
mp-1196988,K5Li2PrF10,Other lithium material,57,Caution,1,1,62,6.4766,-3.327178053,4,0,0,0,0,0,0,0.266376,0.866794,0.086803,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3258524,Sr2LiAlSb4,Other lithium material,61,Caution,1,1,11,0.4227,-0.801629958,4,0,0,0,0,0,0,0.043668,0.056572,0.399126,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-25410,LiMnPO4F,LMO-family,88,Research Candidate,1,1,2,0.8695,-2.626849564,5,0,1,1,0,0,0,0.004367,0.116369,0.17341,0.75,0.0,1.0,1.0,0.0,0.0,0.0
mp-753866,Li2VCr(P2O7)2,Other lithium material,63,Caution,1,1,1,2.2016,-2.703165175,5,0,1,0,0,0,0,0.0,0.294651,0.163972,0.75,0.0,1.0,0.0,0.0,0.0,0.0
mp-3215276,Sr4LiCuO6,Other lithium material,61,Caution,1,1,63,1.3646,-2.440538827,4,0,0,0,0,0,0,0.270742,0.182631,0.19645,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3209214,Na3Li2TiSb3,Other lithium material,63,Caution,1,1,64,0.547,-0.642773854,4,0,0,0,0,0,0,0.275109,0.073208,0.418771,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3333259,LiY3Pd5,Other lithium material,61,Caution,1,1,189,0.0,-0.837307972,3,0,0,0,0,0,0,0.820961,0.0,0.394714,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1259488,LiFe(SiO3)2,Silicon-family,82,Research Candidate,0,0,20,3.2173,-2.731298177,4,1,0,0,0,1,0,0.082969,0.430587,0.160493,0.5,1.0,0.0,0.0,0.0,1.0,0.0
mp-1209665,Rb3LiPb4,Other lithium material,51,Caution,1,1,63,0.6894,-0.234077094,3,0,0,0,0,0,0,0.270742,0.092266,0.469313,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-757535,Li35(RuO4)12,Other lithium material,55,Caution,0,0,5,0.0,-1.923432544,3,0,0,0,0,0,0,0.017467,0.0,0.260398,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-760408,LiZnO2,Other lithium material,51,Caution,0,0,141,0.0,-1.64074752,3,0,0,0,0,0,0,0.611354,0.0,0.295356,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1177309,Li4V3P8O29,Other lithium material,53,Caution,0,0,5,0.2801,-2.570971849,4,0,1,0,0,0,0,0.017467,0.037487,0.18032,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-3211688,Li4Ca3(GeN3)2,Other lithium material,61,Caution,1,1,12,3.0697,-0.828011781,4,0,0,0,0,0,0,0.048035,0.410833,0.395864,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1175160,Li7Mn4CoO12,LCO-family,46,Avoid / Benchmark,0,0,2,0.7075,-2.06245436,4,0,0,1,0,0,0,0.004367,0.094688,0.243206,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-3204513,Li3Hf(Ta2N3)4,Other lithium material,61,Caution,1,1,149,0.0,-1.454866765,4,0,0,0,0,0,0,0.646288,0.0,0.318343,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1040115,NaLiMg30O31,Other lithium material,53,Caution,0,0,25,2.3124,-2.930061273,4,0,0,0,0,0,0,0.104803,0.30948,0.135913,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-555082,CsLi5(BO3)2,Other lithium material,61,Caution,1,1,15,3.6328,-2.4985219,4,0,0,0,0,0,0,0.061135,0.486195,0.18928,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1174511,Li7Mn2(CoO4)3,LCO-family,44,Avoid / Benchmark,0,0,2,0.0241,-1.885331037,4,0,0,1,0,0,0,0.004367,0.003225,0.26511,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-3207657,Li5Al16InPt7,Other lithium material,61,Caution,1,1,107,0.0,-0.861732758,4,0,0,0,0,0,0,0.462882,0.0,0.391694,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-778478,Li5NiO4,Other lithium material,47,Caution,0,0,61,1.8143,-1.737838513,3,0,0,0,0,0,0,0.262009,0.242816,0.28335,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-5920,LiAlGe,Other lithium material,61,Caution,1,1,216,0.0527,-0.291353459,3,0,0,0,0,0,0,0.938865,0.007053,0.46223,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3203106,LiGa2AgS4,Li-S or sulfide-family,78,Research Candidate,1,1,82,2.5467,-0.904787277,4,0,0,0,0,0,1,0.353712,0.340837,0.386369,0.5,0.0,0.0,0.0,0.0,0.0,1.0
mp-758521,LiCoSiO4,LCO-family,43,Avoid / Benchmark,0,0,82,1.3135,-2.312849346,4,0,0,0,0,1,0,0.353712,0.175792,0.212241,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-1211322,Li2Sm(NO3)5,Other lithium material,61,Caution,1,1,58,3.6957,-1.428793071,4,0,0,0,0,0,0,0.248908,0.494613,0.321568,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-752552,Li2V(CO3)2,Carbon-family,85,Recommend,0,0,148,2.4374,-2.130455374,4,0,0,0,1,0,0,0.641921,0.326209,0.234797,0.5,0.0,0.0,0.0,1.0,0.0,0.0
mp-603606,Li2Fe3(P2O7)2,LFP-family,94,Recommend,0,0,14,2.1669,-2.425674556,4,1,1,0,0,0,0,0.056769,0.290007,0.198288,0.5,1.0,1.0,0.0,0.0,0.0,0.0
mp-759449,Li3Ag2F5,Other lithium material,47,Caution,0,0,1,1.6273,-2.265562802,3,0,0,0,0,0,0,0.0,0.217789,0.218088,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-776176,Li4Ti3V3(CuO8)2,LTO-family,75,Research Candidate,0,0,1,0.2742,-2.523532373,5,0,0,0,0,0,0,0.0,0.036697,0.186187,0.75,0.0,0.0,0.0,0.0,0.0,0.0
mp-777457,Li2FeF4,Other lithium material,50,Caution,0,0,14,3.7305,-2.851039251,3,1,0,0,0,0,0,0.056769,0.499271,0.145685,0.25,1.0,0.0,0.0,0.0,0.0,0.0
mp-807730,LiV2P4(HO8)2,Other lithium material,48,Caution,0,0,1,0.0,4.057240081,5,0,1,0,0,0,0,0.0,0.0,1.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0
mp-1662960,Li2CoSn(PO4)2,LCO-family,43,Avoid / Benchmark,0,0,11,2.3091,-2.3628456,5,0,1,0,0,0,0,0.043668,0.309038,0.206058,0.75,0.0,1.0,0.0,0.0,0.0,0.0
mp-3324303,Li3MgZn8,Other lithium material,61,Caution,1,1,156,0.0,-0.201851951,3,0,0,0,0,0,0,0.676856,0.0,0.473298,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-753136,Li2MnV2O6,LMO-family,80,Research Candidate,0,0,2,0.8466,-2.334581178,4,0,0,1,0,0,0,0.004367,0.113305,0.209553,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-3201318,Li2TiAs2Pd,Other lithium material,53,Caution,1,1,115,0.1479,-0.844386817,4,0,0,0,0,0,0,0.497817,0.019794,0.393839,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3212907,Li2IrRhS8,Li-S or sulfide-family,78,Research Candidate,1,1,2,0.0137,-0.68522554,4,0,0,0,0,0,1,0.004367,0.001834,0.413521,0.5,0.0,0.0,0.0,0.0,0.0,1.0
mp-29250,Li6VCl8,Other lithium material,61,Caution,1,1,225,1.5371,-1.945569067,3,0,0,0,0,0,0,0.978166,0.205717,0.257661,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3259042,Li(TiS2)4,Li-S or sulfide-family,80,Research Candidate,1,1,12,0.0,-1.54225828,3,0,0,0,0,0,1,0.048035,0.0,0.307536,0.25,0.0,0.0,0.0,0.0,0.0,1.0
mp-18997,LiMnPO4,LMO-family,92,Research Candidate,1,1,62,3.4115,-2.633428733,4,0,1,1,0,0,0,0.266376,0.456577,0.172596,0.5,0.0,1.0,1.0,0.0,0.0,0.0
mp-766599,Li3VPCO7,Carbon-family,87,Recommend,0,0,1,2.6129,-2.41471091,5,0,1,0,1,0,0,0.0,0.349697,0.199644,0.75,0.0,1.0,0.0,1.0,0.0,0.0
mp-3248087,Li2Sm2Si2Sb,Other lithium material,63,Caution,1,1,63,0.0,-0.860927923,4,0,0,0,0,1,0,0.270742,0.0,0.391793,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-3253559,KLiThS3,Li-S or sulfide-family,78,Research Candidate,1,1,63,3.3652,-1.937606781,4,0,0,0,0,0,1,0.270742,0.450381,0.258645,0.5,0.0,0.0,0.0,0.0,0.0,1.0
mp-766823,Li7Ti11O24,LTO-family,85,Research Candidate,1,1,12,0.0,-3.227670473,3,0,0,0,0,0,0,0.048035,0.0,0.099109,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3170159,Li4La3PrSi8,Other lithium material,63,Caution,1,1,6,0.0,-0.669065727,4,0,0,0,0,1,0,0.021834,0.0,0.41552,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-1026831,SrLiMg14,Other lithium material,51,Caution,0,0,38,0.0,0.049342019,3,0,0,0,0,0,0,0.161572,0.0,0.504362,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-763567,LiV(CO3)2,Carbon-family,84,Recommend,0,0,4,2.4234,-2.015581966,4,0,0,0,1,0,0,0.0131,0.324335,0.249002,0.5,0.0,0.0,0.0,1.0,0.0,0.0
mp-3290367,Li3Ac4In5,Other lithium material,61,Caution,1,1,6,0.0,-0.500133619,3,0,0,0,0,0,0,0.021834,0.0,0.436411,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-686160,Li17Nb20O60,Other lithium material,53,Caution,0,0,1,0.0,-2.835461856,3,0,0,0,0,0,0,0.0,0.0,0.147612,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3247572,Li2Dy2Si3,Other lithium material,63,Caution,1,1,63,0.0,-0.66465886,3,0,0,0,0,1,0,0.270742,0.0,0.416065,0.25,0.0,0.0,0.0,0.0,1.0,0.0
mp-1174329,Li5Mn2CoO8,LCO-family,46,Avoid / Benchmark,0,0,5,1.2553,-2.031857849,4,0,0,1,0,0,0,0.017467,0.168003,0.24699,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-1100586,Li9Mn2Co5O16,LCO-family,43,Avoid / Benchmark,0,0,6,0.0,-1.804495606,4,0,0,1,0,0,0,0.021834,0.0,0.275107,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-3202744,LiY(NiIr)2,Other lithium material,57,Caution,1,1,44,0.0,-0.480467454,4,0,0,0,0,0,0,0.187773,0.0,0.438843,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-8407,Li3LaP2,Other lithium material,63,Caution,1,1,164,0.674,-1.162879447,3,0,1,0,0,0,0,0.71179,0.090205,0.354452,0.25,0.0,1.0,0.0,0.0,0.0,0.0
mp-1194993,Cs2LiNd(BO3)2,Other lithium material,61,Caution,1,1,57,4.4762,-2.830112944,5,0,0,0,0,0,0,0.244541,0.599071,0.148273,0.75,0.0,0.0,0.0,0.0,0.0,0.0
mp-1174575,Li4MnCo2O7,LCO-family,44,Avoid / Benchmark,0,0,12,0.0987,-1.832713457,4,0,0,1,0,0,0,0.048035,0.013209,0.271617,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-769464,LiLa3MnO7,LMO-family,82,Research Candidate,0,0,14,2.3029,-3.20558552,4,0,0,1,0,0,0,0.056769,0.308208,0.10184,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-759984,Li5Cr3NiO8,Other lithium material,47,Caution,0,0,36,2.9784,-2.148222183,4,0,0,0,0,0,0,0.152838,0.398613,0.232599,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-758642,LiMn3(P3O10)2,LMO-family,84,Research Candidate,0,0,20,0.6158,-2.481390696,4,0,1,1,0,0,0,0.082969,0.082415,0.191398,0.5,0.0,1.0,1.0,0.0,0.0,0.0
mp-3552,Li2Si2O5,Silicon-family,81,Research Candidate,0,0,60,5.414,-3.011007265,3,0,0,0,0,1,0,0.257642,0.724581,0.125903,0.25,0.0,0.0,0.0,0.0,1.0,0.0
mp-3231043,Li2Nd3ErPt3,Other lithium material,61,Caution,1,1,38,0.0,-0.926187838,4,0,0,0,0,0,0,0.161572,0.0,0.383723,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3210071,Li2CaSb2Pb,Other lithium material,51,Caution,1,1,26,0.8057,-0.746621196,4,0,0,0,0,0,0,0.10917,0.107831,0.405929,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1188344,CsLiCl2,Other lithium material,61,Caution,1,1,15,5.1073,-2.116468611,3,0,0,0,0,0,0,0.061135,0.683534,0.236526,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3203370,Li2B2OsRu,Other lithium material,61,Caution,1,1,15,0.0,-0.244193061,4,0,0,0,0,0,0,0.061135,0.0,0.468062,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-867162,LiTm2Rh,Other lithium material,61,Caution,1,1,225,0.0,-0.532870973,3,0,0,0,0,0,0,0.978166,0.0,0.432362,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1221439,Na4Li5(WO3)10,Other lithium material,51,Caution,0,0,1,1.135,-2.165220134,4,0,0,0,0,0,0,0.0,0.151902,0.230497,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3302498,Na3LiMoO5,Other lithium material,61,Caution,1,1,2,3.0573,-2.157891508,4,0,0,0,0,0,0,0.004367,0.409173,0.231404,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3231504,LiEr2PdPt4,Other lithium material,61,Caution,1,1,139,0.0,-1.102333009,4,0,0,0,0,0,0,0.60262,0.0,0.36194,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1236061,LiLa2TiCrO6,LTO-family,70,Research Candidate,0,0,1,0.2176,-2.999418872,5,0,0,0,0,0,0,0.0,0.029122,0.127336,0.75,0.0,0.0,0.0,0.0,0.0,0.0
mp-753714,Li3CuS2,Li-S or sulfide-family,68,Research Candidate,0,0,214,2.6398,-1.134864996,3,0,0,0,0,0,1,0.930131,0.353297,0.357917,0.25,0.0,0.0,0.0,0.0,0.0,1.0
mp-781603,Li4Mn3Fe(BO3)4,LMO-family,87,Research Candidate,0,0,1,3.0331,-2.463191903,5,1,0,1,0,0,0,0.0,0.405934,0.193649,0.75,1.0,0.0,1.0,0.0,0.0,0.0
mp-777041,Li4Mn3Co3(SnO8)2,LCO-family,46,Avoid / Benchmark,0,0,1,0.3131,-1.901241742,5,0,0,1,0,0,0,0.0,0.041904,0.263142,0.75,0.0,0.0,1.0,0.0,0.0,0.0
mp-758359,Li2CrSi4O11,Silicon-family,77,Research Candidate,0,0,87,0.528,-2.881688662,4,0,0,0,0,1,0,0.375546,0.070665,0.141895,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-3248964,RbLi2CeSb2,Other lithium material,61,Caution,1,1,164,0.8613,-0.947279237,4,0,0,0,0,0,0,0.71179,0.115272,0.381114,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-24148,LiLa2HO3,Other lithium material,55,Caution,0,0,71,1.9578,-2.889274411,4,0,0,0,0,0,0,0.305677,0.262022,0.140957,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-841,Li2O2,Other lithium material,61,Caution,1,1,194,1.9743,-1.650170237,2,0,0,0,0,0,0,0.842795,0.26423,0.294191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-856977,Li3Fe4O3F5,Other lithium material,45,Caution,0,0,1,0.1631,-1.509850312,4,1,0,0,0,0,0,0.0,0.021828,0.311544,0.5,1.0,0.0,0.0,0.0,0.0,0.0
mp-3241386,Li2AgIrN,Other lithium material,61,Caution,1,1,123,0.0,-0.312280169,4,0,0,0,0,0,0,0.532751,0.0,0.459642,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-30766,Li5Sn2,Other lithium material,61,Caution,1,1,166,0.0,-0.399561004,2,0,0,0,0,0,0,0.720524,0.0,0.448848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-1174421,Li4MnCo2O7,LCO-family,44,Avoid / Benchmark,0,0,2,0.5966,-1.860314405,4,0,0,1,0,0,0,0.004367,0.079846,0.268204,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-759066,LiAgF3,Other lithium material,47,Caution,0,0,161,0.0,-2.00263801,3,0,0,0,0,0,0,0.69869,0.0,0.250603,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-757200,Li3Si2Bi3O10,Silicon-family,77,Research Candidate,0,0,7,3.2757,-2.348376564,4,0,0,0,0,1,0,0.026201,0.438403,0.207847,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-3206562,LiYMgPt3,Other lithium material,61,Caution,1,1,160,0.0,-1.002628207,4,0,0,0,0,0,0,0.694323,0.0,0.37427,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1209490,Rb2LiS2,Li-S or sulfide-family,63,Research Candidate,0,0,123,0.0,-0.129991835,3,0,0,0,0,0,1,0.532751,0.0,0.482185,0.25,0.0,0.0,0.0,0.0,0.0,1.0
mp-3213176,CsLi6BiO6,Other lithium material,61,Caution,1,1,166,2.1522,-1.845775241,4,0,0,0,0,0,0,0.720524,0.288039,0.270002,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-762930,Li3(NiO2)5,Other lithium material,47,Caution,0,0,2,0.1323,-1.209432361,3,0,0,0,0,0,0,0.004367,0.017706,0.348695,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-780731,Li2Cu(PO3)3,Other lithium material,52,Caution,0,0,19,1.1081,-2.366463963,4,0,1,0,0,0,0,0.078603,0.148302,0.205611,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-3274913,RbLi(TaBr3)3,Other lithium material,61,Caution,1,1,2,1.4844,-1.300273299,4,0,0,0,0,0,0,0.004367,0.198664,0.337461,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1175576,Li9Mn2Co5O16,LCO-family,44,Avoid / Benchmark,0,0,2,1.1874,-1.836361441,4,0,0,1,0,0,0,0.004367,0.158915,0.271166,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-758609,Li2Fe(PO3)4,LFP-family,96,Recommend,0,0,14,4.1614,-2.546345642,4,1,1,0,0,0,0,0.056769,0.55694,0.183365,0.5,1.0,1.0,0.0,0.0,0.0,0.0
mp-3201259,LiYHgPt3,Other lithium material,51,Caution,1,1,160,0.0,-0.881496329,4,0,0,0,0,0,0,0.694323,0.0,0.38925,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-752794,Li3Mn2CoO6,LCO-family,46,Avoid / Benchmark,0,0,12,0.0,-1.974920352,4,0,0,1,0,0,0,0.048035,0.0,0.254031,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-989559,Cs2NaLiF6,Other lithium material,57,Caution,1,1,225,0.0,-2.427995816,4,0,0,0,0,0,0,0.978166,0.0,0.198001,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1175699,Li9Mn2Co5O16,LCO-family,43,Avoid / Benchmark,0,0,2,0.1769,-1.78356038,4,0,0,1,0,0,0,0.004367,0.023675,0.277695,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-542207,Ba3LiOs2O9,Other lithium material,61,Caution,1,1,194,0.0,-2.366355248,4,0,0,0,0,0,0,0.842795,0.0,0.205624,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-756694,Li3Ti(NiO2)4,LTO-family,73,Research Candidate,0,0,12,0.0,-1.922434812,4,0,0,0,0,0,0,0.048035,0.0,0.260522,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-760257,LiFe2(BO3)2,Other lithium material,54,Caution,0,0,1,1.4389,-2.259597208,4,1,0,0,0,0,0,0.0,0.192575,0.218826,0.5,1.0,0.0,0.0,0.0,0.0,0.0
mp-1209986,NaLiEr2F8,Other lithium material,57,Caution,1,1,63,7.4719,-4.029100699,4,0,0,0,0,0,0,0.270742,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1177464,Li4Mn3Fe3(PO4)6,LMFP-family,93,Research Candidate,0,0,1,0.4885,-2.433167435,5,1,1,1,0,0,0,0.0,0.065378,0.197362,0.75,1.0,1.0,1.0,0.0,0.0,0.0
mp-558369,K2LiVO4,Other lithium material,61,Caution,1,1,12,3.9761,-2.376295727,4,0,0,0,0,0,0,0.048035,0.53214,0.204395,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-757957,LiMnCO4,LMO-family,82,Research Candidate,0,0,14,1.306,-1.980378417,4,0,0,1,1,0,0,0.056769,0.174788,0.253356,0.5,0.0,0.0,1.0,1.0,0.0,0.0
mp-3221859,Li(TbBi)2,Other lithium material,61,Caution,1,1,194,0.0,-0.919696046,3,0,0,0,0,0,0,0.842795,0.0,0.384526,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1212457,Li3Gd3(TeO6)2,Other lithium material,61,Caution,1,1,230,2.8187,-2.738937225,4,0,0,0,0,0,0,1.0,0.37724,0.159548,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-561474,K3LiSiO4,Silicon-family,87,Research Candidate,1,1,14,3.6744,-2.430990501,4,0,0,0,0,1,0,0.056769,0.491762,0.197631,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-867726,Li7(CoO3)2,LCO-family,40,Avoid / Benchmark,0,0,15,0.2896,-1.767570368,3,0,0,0,0,0,0,0.061135,0.038759,0.279673,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-559129,Li3Er(NO3)6,Other lithium material,61,Caution,1,1,14,3.1214,-1.427085421,4,0,0,0,0,0,0,0.056769,0.417752,0.321779,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3248113,LiTh2BIr5,Other lithium material,61,Caution,1,1,107,0.0,-0.816480375,4,0,0,0,0,0,0,0.462882,0.0,0.39729,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3203193,LiV(CuS2)2,Li-S or sulfide-family,78,Research Candidate,1,1,111,1.1022,-0.892563025,4,0,0,0,0,0,1,0.480349,0.147513,0.387881,0.5,0.0,0.0,0.0,0.0,0.0,1.0
mp-2744,LiPd,Other lithium material,61,Caution,1,1,187,0.0,-0.416655163,2,0,0,0,0,0,0,0.812227,0.0,0.446734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-759959,Li10Mn5Fe3O16,LMO-family,83,Research Candidate,0,0,1,0.7489,-1.987774852,4,1,0,1,0,0,0,0.0,0.100229,0.252441,0.5,1.0,0.0,1.0,0.0,0.0,0.0
mp-1235313,SrLiAlO3,Other lithium material,46,Caution,0,0,123,3.2866,-2.718815251,4,0,0,0,0,0,0,0.532751,0.439861,0.162037,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-861625,LiZnAg2,Other lithium material,61,Caution,1,1,225,0.0,-0.161002965,3,0,0,0,0,0,0,0.978166,0.0,0.47835,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3230055,Li3La3ZnPd2,Other lithium material,61,Caution,1,1,189,0.0,-0.454854222,4,0,0,0,0,0,0,0.820961,0.0,0.44201,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-757242,Li5AuO4,Other lithium material,61,Caution,1,1,70,1.9588,-1.805457757,3,0,0,0,0,0,0,0.30131,0.262156,0.274988,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3275468,Li2Ni12As7,Other lithium material,47,Caution,1,1,174,0.0,-0.370008259,3,0,0,0,0,0,0,0.755459,0.0,0.452503,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1020109,LiMg3P3O11,Other lithium material,63,Caution,1,1,62,5.3095,-2.972969115,4,0,1,0,0,0,0,0.266376,0.710596,0.130607,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-3213349,LiGa(IO3)4,Other lithium material,61,Caution,1,1,2,3.897,-0.785156501,4,0,0,0,0,0,0,0.004367,0.521554,0.401163,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3250599,LiEuAs2Pd,Other lithium material,51,Caution,1,1,119,0.0,-1.000709419,4,0,0,0,0,0,0,0.515284,0.0,0.374507,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1236209,LiAgClO4,Other lithium material,46,Caution,0,0,160,0.0,-0.472407041,4,0,0,0,0,0,0,0.694323,0.0,0.43984,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1147674,Li(CuN)3,Other lithium material,46,Caution,0,0,221,0.0,0.505348719,3,0,0,0,0,0,0,0.960699,0.0,0.560754,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-636952,LiCS(OF)3,Li-S or sulfide-family,65,Research Candidate,0,0,14,6.6079,-1.996314109,5,0,0,0,1,0,1,0.056769,0.884367,0.251385,0.75,0.0,0.0,0.0,1.0,0.0,1.0
mp-3230882,LiMg3(SiPt)2,Other lithium material,63,Caution,1,1,156,0.0,-0.752809994,4,0,0,0,0,1,0,0.676856,0.0,0.405164,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-3250218,BaLi2La4O8,Other lithium material,61,Caution,1,1,12,3.5473,-3.290047155,4,0,0,0,0,0,0,0.048035,0.474752,0.091395,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-780509,Li3Mn4(BO3)4,LMO-family,82,Research Candidate,0,0,1,0.137,-2.464962027,4,0,0,1,0,0,0,0.0,0.018335,0.19343,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-863382,Li4Nb(P2O7)2,Other lithium material,53,Caution,0,0,130,0.8836,-2.679573565,4,0,1,0,0,0,0,0.563319,0.118256,0.16689,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-1282858,Li3Co3SbO8,LCO-family,41,Avoid / Benchmark,0,0,2,0.8933,-1.720648736,4,0,0,0,0,0,0,0.004367,0.119555,0.285475,0.5,0.0,0.0,0.0,0.0,0.0,0.0
