dss_rank,formula,material_id,battery_family,dss_decision,shortlist_score,india_feasibility_score,predicted_stable_probability,predicted_energy_above_hull_clipped,band_gap,is_stable,shortlist_rule_type,short_conceptual_reason
1,Li3Fe2(PO4)3,mp-19430,LFP-family,Best near-term purchase direction,59.52,98,0.16767046,0.011649002,2.4773,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0116; stable probability 0.1677.
108,NaLi2FePCO7,mp-770772,LFP-family,Best near-term purchase direction,47.0,98,0.007894102,0.03826841,4.1713,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0383; stable probability 0.0079.
109,Na5LiFe2P2(CO7)2,mp-755968,LFP-family,Best near-term purchase direction,46.98,100,0.005183675,0.041289926,3.7977,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0413; stable probability 0.0052.
110,Li5Fe2P2(CO7)2,mp-756740,LFP-family,Best near-term purchase direction,46.97,98,0.00918361,0.038722,1.3676,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0387; stable probability 0.0092.
111,Li3Fe2(PO4)3,mp-765598,LFP-family,Best near-term purchase direction,46.97,94,0.08629347,0.04908296,2.4593,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0491; stable probability 0.0863.
112,Li2InFe(P2O7)2,mp-1222830,LFP-family,Best near-term purchase direction,46.92,100,0.00932433,0.042518567,2.7432,True,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0425; stable probability 0.0093.
113,Li3FePCO7,mp-754968,LFP-family,Best near-term purchase direction,46.87,98,0.0057035787,0.03844138,4.2053,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0384; stable probability 0.0057.
114,Li3FePCO7,mp-754987,LFP-family,Best near-term purchase direction,46.87,98,0.0057035787,0.03844138,4.2201,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0384; stable probability 0.0057.
115,LiFeP3(H7O8)2,mp-850955,LFP-family,Best near-term purchase direction,46.85,96,0.005426663,0.03499439,3.9327,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0350; stable probability 0.0054.
116,Li2VFeP2(HO5)2,mp-1177765,LFP-family,Best near-term purchase direction,46.72,98,0.026147997,0.04377829,1.7279,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0438; stable probability 0.0261.
117,Li2FePCO7,mp-756223,LFP-family,Best near-term purchase direction,46.71,100,0.016285885,0.045136318,2.4399,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0451; stable probability 0.0163.
118,Li2FePCO7,mp-755819,LFP-family,Best near-term purchase direction,46.7,100,0.00936699,0.043627452,2.4943,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0436; stable probability 0.0094.
119,Li3FePCO7,mp-771344,LFP-family,Best near-term purchase direction,46.7,98,0.006380898,0.03942079,4.1491,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0394; stable probability 0.0064.
120,Li2Fe(PO4)2,mp-757095,LFP-family,Best near-term purchase direction,46.69,94,0.0023412013,0.031592846,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0316; stable probability 0.0023.
121,Li2FePCO7,mp-768491,LFP-family,Best near-term purchase direction,46.68,100,0.015719637,0.045136318,2.272,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0451; stable probability 0.0157.
122,Li2FePCO7,mp-753770,LFP-family,Best near-term purchase direction,46.66,100,0.015357055,0.045136318,2.3388,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0451; stable probability 0.0154.
123,Li2FePCO7,mp-768471,LFP-family,Best near-term purchase direction,46.66,100,0.015357055,0.045136318,2.3391,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0451; stable probability 0.0154.
124,Li2VFeP2(O4F)2,mp-1177762,LFP-family,Best near-term purchase direction,46.66,90,0.055235807,0.036623638,1.7344,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 90; predicted hull 0.0366; stable probability 0.0552.
125,LiVFeP2(HO5)2,mp-765988,LFP-family,Best near-term purchase direction,46.57,98,0.02219281,0.04363557,1.7801,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0436; stable probability 0.0222.
126,Li2VFeP2(HO5)2,mp-1177766,LFP-family,Best near-term purchase direction,46.57,98,0.02219281,0.04363557,1.7845,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0436; stable probability 0.0222.
127,LiFe(PO3)3,mp-1305316,LFP-family,Best near-term purchase direction,46.46,96,0.014076672,0.03886347,4.1561,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0389; stable probability 0.0141.
128,Li2FePCO7,mp-756441,LFP-family,Best near-term purchase direction,46.46,95,0.023930272,0.039347798,2.0936,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 95; predicted hull 0.0393; stable probability 0.0239.
129,Li3Fe2(PO5)2,mp-766138,LFP-family,Best near-term purchase direction,46.45,93,0.0041634734,0.03143312,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0314; stable probability 0.0042.
130,Li6FeSn3(PO4)6,mp-1176997,LFP-family,Best near-term purchase direction,46.4,94,0.053294398,0.04449243,2.4207,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0445; stable probability 0.0533.
131,Li2FePO4F,mp-25393,LFP-family,Best near-term purchase direction,46.36,92,0.0044512823,0.030179678,4.1935,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 92; predicted hull 0.0302; stable probability 0.0045.
132,Li2VFeP2(HO5)2,mp-760258,LFP-family,Best near-term purchase direction,46.34,98,0.01768017,0.04377829,1.646,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0438; stable probability 0.0177.
133,Li3FePCO7,mp-766818,LFP-family,Best near-term purchase direction,46.32,96,0.0037741421,0.037240136,3.5301,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0372; stable probability 0.0038.
134,Li2VFeP2(O4F)2,mp-764571,LFP-family,Best near-term purchase direction,46.31,90,0.04733507,0.036623638,1.7139,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 90; predicted hull 0.0366; stable probability 0.0473.
135,Li5Fe2P2(CO7)2,mp-756326,LFP-family,Best near-term purchase direction,46.18,98,0.0043371776,0.04155156,1.2001,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0416; stable probability 0.0043.
136,Li2VFe(P2O7)2,mp-764318,LFP-family,Best near-term purchase direction,46.18,98,0.018530505,0.04474807,1.7389,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0185.
137,Li3FePCO7,mp-766788,LFP-family,Best near-term purchase direction,46.17,96,0.005328054,0.038326014,3.0219,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0383; stable probability 0.0053.
138,Li5CrFe4(P2O7)5,mp-1223507,LFP-family,Best near-term purchase direction,46.15,98,0.01079686,0.043160085,2.4695,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0432; stable probability 0.0108.
139,Li2FeP2HO8,mp-766101,LFP-family,Best near-term purchase direction,46.11,100,0.02416764,0.049891405,2.4221,True,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0499; stable probability 0.0242.
140,Li2VFe(P2O7)2,mp-764299,LFP-family,Best near-term purchase direction,46.09,98,0.015878113,0.044605352,1.8187,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0446; stable probability 0.0159.
141,Li2VFe(P2O7)2,mp-1177778,LFP-family,Best near-term purchase direction,46.09,98,0.015878113,0.044605352,1.8187,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0446; stable probability 0.0159.
142,Li5Fe2P2(CO7)2,mp-768722,LFP-family,Best near-term purchase direction,46.07,98,0.011644469,0.043765523,1.4255,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0438; stable probability 0.0116.
143,LiVFe(P2O7)2,mp-752490,LFP-family,Best near-term purchase direction,46.06,98,0.015792223,0.04474807,1.7188,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0158.
144,Li2VFe(P2O7)2,mp-759428,LFP-family,Best near-term purchase direction,46.06,98,0.016779644,0.044995315,1.8673,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0450; stable probability 0.0168.
145,Li2VFe(P2O7)2,mp-1177780,LFP-family,Best near-term purchase direction,46.06,98,0.016779644,0.044995315,1.8738,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0450; stable probability 0.0168.
146,LiFePO5,mp-774462,LFP-family,Best near-term purchase direction,46.06,94,0.003562458,0.03500252,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0350; stable probability 0.0036.
147,Li2Fe(PO4)2,mp-757351,LFP-family,Best near-term purchase direction,46.04,94,0.0030198481,0.03500252,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0350; stable probability 0.0030.
148,Li3Fe2P4HO14,mp-753272,LFP-family,Best near-term purchase direction,46.0,96,0.011599154,0.040602926,4.0848,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0406; stable probability 0.0116.
149,Li4FeP6(HO2)12,mp-1177405,LFP-family,Best near-term purchase direction,46.0,96,0.011599154,0.040602926,4.1488,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0406; stable probability 0.0116.
150,Li5Fe2P2(CO7)2,mp-768720,LFP-family,Best near-term purchase direction,45.99,98,0.009874102,0.043765523,1.5819,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0438; stable probability 0.0099.
151,Li5Fe2P2(CO7)2,mp-1177151,LFP-family,Best near-term purchase direction,45.99,98,0.009874102,0.043765523,1.6247,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0438; stable probability 0.0099.
152,Li3FePCO7,mp-757108,LFP-family,Best near-term purchase direction,45.99,96,0.0059969896,0.03942079,4.2595,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0394; stable probability 0.0060.
153,Li2FePCO7,mp-755726,LFP-family,Best near-term purchase direction,45.98,98,0.015719637,0.045136318,2.2748,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0451; stable probability 0.0157.
154,LiVFe(P2O7)2,mp-759529,LFP-family,Best near-term purchase direction,45.97,98,0.013878688,0.04474807,1.509,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0139.
155,Li3FeP2HO8,mp-755383,LFP-family,Best near-term purchase direction,45.97,96,0.010904734,0.040602926,4.2413,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0406; stable probability 0.0109.
156,LiFePH2O5,mp-1651026,LFP-family,Best near-term purchase direction,45.96,96,0.011528992,0.040796686,3.8725,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0408; stable probability 0.0115.
157,LiVFe(P2O7)2,mp-759761,LFP-family,Best near-term purchase direction,45.94,98,0.013027809,0.04474807,1.5817,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0130.
158,LiVFe(P2O7)2,mp-759801,LFP-family,Best near-term purchase direction,45.94,98,0.013027809,0.04474807,1.5943,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0130.
159,LiVFe(P2O7)2,mp-1235847,LFP-family,Best near-term purchase direction,45.94,98,0.013027809,0.04474807,1.587,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0130.
160,Li4Fe2P4H3O16,mp-1177422,LFP-family,Best near-term purchase direction,45.94,98,0.013027809,0.04474807,1.5845,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0130.
161,Li4Fe5P6WO24,mp-774930,LFP-family,Best near-term purchase direction,45.93,94,0.045166213,0.044995315,2.0987,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0450; stable probability 0.0452.
162,Li5Fe2P2(CO7)2,mp-768862,LFP-family,Best near-term purchase direction,45.92,98,0.013905635,0.045013405,1.3813,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0450; stable probability 0.0139.
163,LiVFe(P2O7)2,mp-759820,LFP-family,Best near-term purchase direction,45.91,98,0.01249793,0.04474807,1.6157,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0125.
164,LiVFe(P2O7)2,mp-759903,LFP-family,Best near-term purchase direction,45.91,98,0.01249793,0.04474807,1.637,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0125.
165,LiVFe(P2O7)2,mp-765981,LFP-family,Best near-term purchase direction,45.91,98,0.01249793,0.04474807,1.6447,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0125.
166,LiVFe(P2O7)2,mp-1235295,LFP-family,Best near-term purchase direction,45.91,98,0.01249793,0.04474807,1.6635,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0125.
167,LiVFe(P2O7)2,mp-1176547,LFP-family,Best near-term purchase direction,45.91,98,0.01249793,0.04474807,1.6263,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0447; stable probability 0.0125.
168,LiFe2P2HO8,mp-756333,LFP-family,Best near-term purchase direction,45.88,96,0.0096777035,0.040796686,3.7674,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0408; stable probability 0.0097.
169,LiFe2P2HO8,mp-753451,LFP-family,Best near-term purchase direction,45.82,96,0.01054001,0.04128579,3.7997,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0413; stable probability 0.0105.
170,Li2FePHO5,mp-1638898,LFP-family,Best near-term purchase direction,45.82,96,0.01054001,0.04128579,3.7864,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0413; stable probability 0.0105.
171,Li5Fe2P2(CO7)2,mp-1177175,LFP-family,Best near-term purchase direction,45.73,98,0.013563177,0.04591599,1.2674,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0459; stable probability 0.0136.
172,LiVFeP2(HO5)2,mp-759855,LFP-family,Best near-term purchase direction,45.73,96,0.019622087,0.04377829,1.4905,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0438; stable probability 0.0196.
173,LiFePO5,mp-765510,LFP-family,Best near-term purchase direction,45.71,93,0.003562458,0.03500252,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0350; stable probability 0.0036.
174,NaLi5Fe2P2(CO7)2,mp-772237,LFP-family,Best near-term purchase direction,45.7,98,0.017092759,0.046825867,2.1727,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0468; stable probability 0.0171.
175,LiVFeP2(HO5)2,mp-759528,LFP-family,Best near-term purchase direction,45.67,96,0.018425664,0.04377829,1.5659,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0438; stable probability 0.0184.
176,LiVFeP2(HO5)2,mp-760297,LFP-family,Best near-term purchase direction,45.67,96,0.018425664,0.04377829,1.5384,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0438; stable probability 0.0184.
177,Li2FePO4F,mp-1172969,LFP-family,Best near-term purchase direction,45.66,90,0.0044512823,0.030179678,4.2299,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 90; predicted hull 0.0302; stable probability 0.0045.
178,NaLi5Fe2P2(CO7)2,mp-772274,LFP-family,Best near-term purchase direction,45.49,98,0.017731756,0.04802106,2.0608,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0480; stable probability 0.0177.
179,LiFe(PO3)3,mp-26003,LFP-family,Best near-term purchase direction,45.47,100,0.0075455345,0.04934143,3.9487,True,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0493; stable probability 0.0075.
180,LiFePO4,mp-772093,LFP-family,Best near-term purchase direction,45.44,94,0.015418601,0.04076048,3.3709,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0408; stable probability 0.0154.
181,Li2FeP4(H4O5)4,mp-759228,LFP-family,Best near-term purchase direction,45.42,98,0.009003178,0.046416074,4.0948,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0464; stable probability 0.0090.
182,Li6VFe3(PO4)6,mp-757753,LFP-family,Best near-term purchase direction,45.38,96,0.016128816,0.04474807,1.7539,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0447; stable probability 0.0161.
183,Li2FeP2O7,mp-779056,LFP-family,Best near-term purchase direction,45.33,98,0.0070254407,0.04644448,4.1447,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0464; stable probability 0.0070.
184,Li3FePCO7,mp-25445,LFP-family,Best near-term purchase direction,45.33,98,0.008515642,0.046779882,4.3732,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0468; stable probability 0.0085.
185,Li4TiFe3Sn2(PO4)6,mp-1177317,LFP-family,Best near-term purchase direction,45.32,98,0.018900892,0.04915006,1.5117,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0492; stable probability 0.0189.
186,Li2CrFe(PO4)2,mp-1665188,LFP-family,Best near-term purchase direction,45.31,98,0.016569596,0.048698872,2.5057,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0487; stable probability 0.0166.
187,LiFeP2HO7,mp-850985,LFP-family,Best near-term purchase direction,45.3,94,0.011599154,0.040602926,4.142,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0406; stable probability 0.0116.
188,Na6Li3Fe6(PO4)8,mp-1101725,LFP-family,Best near-term purchase direction,45.29,96,0.014273271,0.04474807,1.4336,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0447; stable probability 0.0143.
189,LiFeP2HO7,mp-754533,LFP-family,Best near-term purchase direction,45.28,94,0.01113101,0.040602926,4.0823,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0406; stable probability 0.0111.
190,Li4FeP6(H4O11)2,mp-1177403,LFP-family,Best near-term purchase direction,45.28,94,0.01113101,0.040602926,4.0633,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0406; stable probability 0.0111.
191,Li2FeP2O7,mp-1982622,LFP-family,Best near-term purchase direction,45.27,96,0.002435356,0.042175945,4.0783,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0422; stable probability 0.0024.
192,Li2VFe(P2O7)2,mp-1177776,LFP-family,Best near-term purchase direction,45.25,98,0.022903243,0.05039429,1.8972,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0504; stable probability 0.0229.
193,LiVFe(P2O7)2,mp-1235226,LFP-family,Best near-term purchase direction,45.24,96,0.013027809,0.04474807,1.5996,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0447; stable probability 0.0130.
194,Li6V3Fe(PO4)6,mp-1176939,LFP-family,Best near-term purchase direction,45.21,96,0.01249793,0.04474807,1.6169,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0447; stable probability 0.0125.
195,Li2VFe(P2O7)2,mp-760164,LFP-family,Best near-term purchase direction,45.19,98,0.020429708,0.050147045,1.7396,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0501; stable probability 0.0204.
196,Li2FePHO5,mp-756776,LFP-family,Best near-term purchase direction,45.17,94,0.011769582,0.04128579,3.9833,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0413; stable probability 0.0118.
197,Li2Fe3P4(HO4)4,mp-849240,LFP-family,Best near-term purchase direction,45.16,98,0.0061740666,0.04709894,3.7766,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0471; stable probability 0.0062.
198,Li2Fe2(PO4)3,mp-776769,LFP-family,Best near-term purchase direction,45.14,96,0.0027125052,0.042911265,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0429; stable probability 0.0027.
199,Li4Fe(PO3)6,mp-758649,LFP-family,Best near-term purchase direction,45.12,94,0.0059920684,0.04024859,4.6312,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0402; stable probability 0.0060.
200,Li2VFe(P2O7)2,mp-759523,LFP-family,Best near-term purchase direction,45.11,98,0.018086143,0.050004322,1.8573,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0500; stable probability 0.0181.
201,Li3Fe2(PO4)3,mp-758654,LFP-family,Best near-term purchase direction,44.97,98,0.01181909,0.049310677,2.45,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0493; stable probability 0.0118.
202,Li5Fe2P2(CO7)2,mp-754554,LFP-family,Best near-term purchase direction,44.93,98,0.008118625,0.048654508,1.4496,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0487; stable probability 0.0081.
203,Li4VFe3(PO4)4,mp-1222547,LFP-family,Best near-term purchase direction,44.93,98,0.011795699,0.04949128,2.7266,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0495; stable probability 0.0118.
204,Li3Fe3(PO4)4,mp-26077,LFP-family,Best near-term purchase direction,44.9,98,0.012504223,0.04981356,2.0208,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0498; stable probability 0.0125.
205,Li2FeP2O7,mp-695805,LFP-family,Best near-term purchase direction,44.89,98,0.007054153,0.04865857,4.2456,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0487; stable probability 0.0071.
206,Na5LiFe2P2(CO7)2,mp-772294,LFP-family,Best near-term purchase direction,44.82,100,0.00506416,0.05205103,3.7514,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0521; stable probability 0.0051.
207,Li3ZnFe2(PO4)3,mp-780791,LFP-family,Best near-term purchase direction,44.71,98,0.0071447976,0.049572647,3.4441,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0496; stable probability 0.0071.
208,Li2FeP2O7,mp-752657,LFP-family,Best near-term purchase direction,44.64,96,0.01004798,0.047050823,4.3509,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0471; stable probability 0.0100.
209,Li2Fe(PO3)4,mp-758865,LFP-family,Best near-term purchase direction,44.64,96,0.01004798,0.047050823,4.3957,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0471; stable probability 0.0100.
210,Li2FeP2O7,mp-1644021,LFP-family,Best near-term purchase direction,44.64,96,0.01004798,0.047050823,4.3546,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0471; stable probability 0.0100.
211,Li7Fe4(P2O7)4,mp-1176933,LFP-family,Best near-term purchase direction,44.6,98,0.0047713215,0.049566314,1.6232,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0496; stable probability 0.0048.
212,Li4FeP2O9,mp-26901,LFP-family,Best near-term purchase direction,44.58,94,0.0030335982,0.042268727,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0423; stable probability 0.0030.
213,Li4Fe3P4(HO8)2,mp-780175,LFP-family,Best near-term purchase direction,44.55,96,0.008159282,0.04709894,3.9766,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0471; stable probability 0.0082.
214,LiFe3P3O13,mp-1013899,LFP-family,Best near-term purchase direction,44.55,94,0.002249315,0.042268727,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0423; stable probability 0.0022.
215,LiFeP2H5O9,mp-778046,LFP-family,Best near-term purchase direction,44.55,94,0.01054001,0.04414396,3.7043,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0441; stable probability 0.0105.
