material_id,formula,battery_family,india_feasibility_score,india_decision_label,target_is_stable,improved_pca_1,improved_pca_2,improved_pca_3,improved_pca_4,improved_pca_5,improved_pca_6,improved_pca_7,improved_pca_8
mp-1174575,Li4MnCo2O7,LCO-family,44,Avoid / Benchmark,0,0.972026,0.613197,0.836399,0.389259,0.326632,0.769188,0.470709,0.607327
mp-769464,LiLa3MnO7,LMO-family,82,Research Candidate,0,0.925417,0.472592,0.618663,0.530311,0.951207,0.601761,0.584505,0.384956
mp-759984,Li5Cr3NiO8,Other lithium material,47,Caution,0,0.526534,0.219865,0.299994,0.65407,0.399689,0.580968,0.610049,0.279336
mp-758642,LiMn3(P3O10)2,LMO-family,84,Research Candidate,0,0.827582,0.59185,0.288766,0.474778,0.868928,0.573743,0.556489,0.277413
mp-3552,Li2Si2O5,Silicon-family,81,Research Candidate,0,0.654719,0.239236,0.339242,0.312352,0.472186,0.279842,0.294932,0.150514
mp-3231043,Li2Nd3ErPt3,Other lithium material,61,Caution,1,0.202941,0.527536,0.483933,0.77012,0.481368,0.64037,0.323205,0.29557
mp-3210071,Li2CaSb2Pb,Other lithium material,51,Caution,1,0.333757,0.292961,0.337438,0.603314,0.496903,0.834028,0.350398,0.278948
mp-1188344,CsLiCl2,Other lithium material,61,Caution,1,0.42368,0.038618,0.671342,0.489668,0.596108,0.545404,0.116054,0.52872
mp-3203370,Li2B2OsRu,Other lithium material,61,Caution,1,0.298217,0.431635,0.822995,0.849498,0.563067,0.676197,0.333135,0.401269
mp-867162,LiTm2Rh,Other lithium material,61,Caution,1,0.016322,0.606273,0.45983,0.501364,0.496079,0.563111,0.695561,0.452399
mp-1221439,Na4Li5(WO3)10,Other lithium material,51,Caution,0,0.613702,0.307048,0.049022,0.805432,0.339266,0.578136,0.50154,0.426367
mp-3302498,Na3LiMoO5,Other lithium material,61,Caution,1,0.619693,0.282758,0.042178,0.790492,0.339215,0.575866,0.50408,0.423564
mp-3231504,LiEr2PdPt4,Other lithium material,61,Caution,1,0.149144,0.54487,0.474729,0.701296,0.481274,0.620609,0.390279,0.290409
mp-1236061,LiLa2TiCrO6,LTO-family,70,Research Candidate,0,0.773427,0.462548,0.084553,0.660087,0.392283,0.597849,0.440102,0.152703
mp-753714,Li3CuS2,Li-S or sulfide-family,68,Research Candidate,0,0.307628,0.493571,0.343295,0.166283,0.567447,0.774393,0.655684,0.165582
mp-781603,Li4Mn3Fe(BO3)4,LMO-family,87,Research Candidate,0,0.928364,0.626639,0.017282,0.585458,0.80545,0.562267,0.471433,0.409756
mp-777041,Li4Mn3Co3(SnO8)2,LCO-family,46,Avoid / Benchmark,0,0.975582,0.771357,0.235667,0.447016,0.181259,0.728311,0.361456,0.635744
mp-758359,Li2CrSi4O11,Silicon-family,77,Research Candidate,0,0.645193,0.40538,0.34064,0.483475,0.455516,0.593733,0.571423,0.012143
mp-3248964,RbLi2CeSb2,Other lithium material,61,Caution,1,0.260271,0.316075,0.324716,0.508858,0.496754,0.807044,0.441951,0.27167
mp-24148,LiLa2HO3,Other lithium material,55,Caution,0,0.492879,0.136802,0.308981,0.486431,0.413769,0.25941,0.379565,0.417145
mp-841,Li2O2,Other lithium material,61,Caution,1,0.405513,0.164888,0.307762,0.398562,0.418796,0.240117,0.438202,0.420676
mp-856977,Li3Fe4O3F5,Other lithium material,45,Caution,0,0.602746,0.283932,0.028634,0.82981,0.377087,0.708949,0.478286,0.736869
mp-3241386,Li2AgIrN,Other lithium material,61,Caution,1,0.154424,0.544769,0.477117,0.712059,0.480936,0.625205,0.376819,0.288404
mp-30766,Li5Sn2,Other lithium material,61,Caution,1,0.101428,0.454534,0.490872,0.527612,0.50049,0.30425,0.132522,0.437111
mp-1174421,Li4MnCo2O7,LCO-family,44,Avoid / Benchmark,0,0.967974,0.769135,0.238767,0.442392,0.18414,0.728886,0.353414,0.642746
mp-759066,LiAgF3,Other lithium material,47,Caution,0,0.128379,0.50895,0.451202,0.701919,0.522662,0.744138,0.379417,0.611642
mp-757200,Li3Si2Bi3O10,Silicon-family,77,Research Candidate,0,0.781264,0.263826,0.674925,0.581361,0.537316,0.637245,0.547152,0.117789
mp-3206562,LiYMgPt3,Other lithium material,61,Caution,1,0.137378,0.548947,0.472982,0.686961,0.481191,0.616762,0.403719,0.288831
mp-1209490,Rb2LiS2,Li-S or sulfide-family,63,Research Candidate,0,0.297233,0.69425,0.518933,0.556059,0.539276,0.647869,0.294855,0.024901
mp-3213176,CsLi6BiO6,Other lithium material,61,Caution,1,0.452219,0.25454,0.291701,0.571516,0.399342,0.55745,0.693593,0.271902
mp-762930,Li3(NiO2)5,Other lithium material,47,Caution,0,0.597812,0.32439,0.057765,0.810179,0.341754,0.581871,0.488818,0.431799
mp-780731,Li2Cu(PO3)3,Other lithium material,52,Caution,0,0.53026,0.239917,0.307822,0.679571,0.399865,0.585853,0.597823,0.283768
mp-3274913,RbLi(TaBr3)3,Other lithium material,61,Caution,1,0.425876,0.3481,0.075957,0.72857,0.436648,0.825304,0.253625,0.423767
mp-1175576,Li9Mn2Co5O16,LCO-family,44,Avoid / Benchmark,0,0.969889,0.76169,0.236717,0.438006,0.184114,0.728289,0.353912,0.641822
mp-758609,Li2Fe(PO3)4,LFP-family,96,Recommend,0,0.781348,0.253097,0.670943,0.570056,0.537375,0.634554,0.553372,0.116866
mp-3201259,LiYHgPt3,Other lithium material,51,Caution,1,0.136863,0.549367,0.47313,0.686939,0.481135,0.616995,0.403268,0.288382
mp-752794,Li3Mn2CoO6,LCO-family,46,Avoid / Benchmark,0,0.849946,0.836761,0.98152,0.558995,0.311084,0.577139,0.436188,0.623501
mp-989559,Cs2NaLiF6,Other lithium material,57,Caution,1,0.027393,0.56085,0.428774,0.520833,0.53215,0.686962,0.691588,0.76336
mp-1175699,Li9Mn2Co5O16,LCO-family,43,Avoid / Benchmark,0,0.966215,0.774749,0.240338,0.44549,0.184114,0.729491,0.352712,0.643055
mp-542207,Ba3LiOs2O9,Other lithium material,61,Caution,1,0.295195,0.408217,0.450509,0.585979,0.397743,0.047012,0.42161,0.426405
mp-756694,Li3Ti(NiO2)4,LTO-family,73,Research Candidate,0,0.643222,0.530731,0.831474,0.771147,0.521573,0.448786,0.51065,0.136063
mp-760257,LiFe2(BO3)2,Other lithium material,54,Caution,0,0.615141,0.302848,0.047838,0.803195,0.339302,0.577624,0.502193,0.426287
mp-1209986,NaLiEr2F8,Other lithium material,57,Caution,1,0.34564,0.165429,0.282074,0.546539,0.536299,0.941837,0.373711,0.591101
mp-1177464,Li4Mn3Fe3(PO4)6,LMFP-family,93,Research Candidate,0,0.861573,0.595314,0.070558,0.616095,0.576051,0.609087,0.437398,0.377967
mp-558369,K2LiVO4,Other lithium material,61,Caution,1,0.615205,0.008202,0.643938,0.575414,0.49556,0.299639,0.368455,0.522689
mp-757957,LiMnCO4,LMO-family,82,Research Candidate,0,0.916802,0.489547,0.623665,0.53748,0.950664,0.605203,0.578958,0.381828
mp-3221859,Li(TbBi)2,Other lithium material,61,Caution,1,0.110801,0.556346,0.474194,0.661934,0.484001,0.611381,0.41694,0.294178
mp-1212457,Li3Gd3(TeO6)2,Other lithium material,61,Caution,1,0.347636,0.297395,0.270493,0.38374,0.411939,0.499647,0.999338,0.432022
mp-561474,K3LiSiO4,Silicon-family,87,Research Candidate,1,0.764774,0.159989,0.682212,0.422164,0.551106,0.320793,0.297217,0.252764
mp-867726,Li7(CoO3)2,LCO-family,40,Avoid / Benchmark,0,0.873288,0.478343,0.853409,0.425833,0.145463,0.759082,0.464669,0.386511
mp-559129,Li3Er(NO3)6,Other lithium material,61,Caution,1,0.60717,0.022742,0.647926,0.580216,0.495137,0.30201,0.365391,0.520267
mp-3248113,LiTh2BIr5,Other lithium material,61,Caution,1,0.16521,0.540176,0.477926,0.72306,0.481197,0.627312,0.368173,0.291192
mp-3203193,LiV(CuS2)2,Li-S or sulfide-family,78,Research Candidate,1,0.44093,0.451556,0.366109,0.38906,0.552332,0.838395,0.334676,0.003738
mp-2744,LiPd,Other lithium material,61,Caution,1,0.090159,0.458206,0.488982,0.513299,0.500462,0.300179,0.146395,0.435965
mp-759959,Li10Mn5Fe3O16,LMO-family,83,Research Candidate,0,0.910683,0.658464,0.030038,0.60048,0.808193,0.566665,0.458567,0.418837
mp-1235313,SrLiAlO3,Other lithium material,46,Caution,0,0.483028,0.229415,0.29047,0.592577,0.399794,0.562805,0.66969,0.276006
mp-861625,LiZnAg2,Other lithium material,61,Caution,1,0.01474,0.607564,0.460284,0.501296,0.495907,0.563826,0.694178,0.451022
mp-3230055,Li3La3ZnPd2,Other lithium material,61,Caution,1,0.119386,0.556001,0.471069,0.66709,0.480887,0.612239,0.420752,0.285133
mp-757242,Li5AuO4,Other lithium material,61,Caution,1,0.495372,0.241158,0.305111,0.636557,0.402404,0.577197,0.621291,0.285163
mp-3275468,Li2Ni12As7,Other lithium material,47,Caution,1,0.119264,0.554701,0.476645,0.675468,0.483782,0.616284,0.401744,0.293293
mp-1020109,LiMg3P3O11,Other lithium material,63,Caution,1,0.509536,0.092206,0.297885,0.467724,0.413743,0.257331,0.377288,0.413233
mp-3213349,LiGa(IO3)4,Other lithium material,61,Caution,1,0.616719,0.276824,0.040897,0.784013,0.338559,0.577592,0.499809,0.417293
mp-3250599,LiEuAs2Pd,Other lithium material,51,Caution,1,0.159513,0.541669,0.476633,0.714912,0.481262,0.62465,0.376749,0.291183
mp-1236209,LiAgClO4,Other lithium material,46,Caution,0,0.319922,0.508464,0.446431,0.760295,0.383152,0.371706,0.647449,0.285713
mp-1147674,Li(CuN)3,Other lithium material,46,Caution,0,0.014065,0.609167,0.461453,0.503901,0.495605,0.565877,0.689069,0.448785
mp-636952,LiCS(OF)3,Li-S or sulfide-family,65,Research Candidate,0,0.775948,0.085276,0.643674,0.41945,0.586027,0.445933,0.287493,0.550949
mp-3230882,LiMg3(SiPt)2,Other lithium material,63,Caution,1,0.138476,0.549103,0.473643,0.689642,0.481082,0.618012,0.400159,0.288136
mp-3250218,BaLi2La4O8,Other lithium material,61,Caution,1,0.63205,0.110207,0.634918,0.730244,0.48222,0.612861,0.62667,0.391043
mp-780509,Li3Mn4(BO3)4,LMO-family,82,Research Candidate,0,0.910624,0.664604,0.031609,0.605105,0.808428,0.566414,0.459733,0.421469
mp-863382,Li4Nb(P2O7)2,Other lithium material,53,Caution,0,0.470878,0.261413,0.298352,0.60562,0.399822,0.56415,0.67176,0.278856
mp-1282858,Li3Co3SbO8,LCO-family,41,Avoid / Benchmark,0,0.878762,0.631587,0.251626,0.482046,3e-05,0.718388,0.354057,0.414066
mp-3209084,Li2Hf2NbN5,Other lithium material,61,Caution,1,0.431992,0.187551,0.672251,0.673303,0.579249,0.864805,0.37214,0.388856
mp-1147684,Li10Zn(PS4)4,Li-S or sulfide-family,74,Research Candidate,0,0.588865,0.319291,0.706073,0.512876,0.634558,0.88644,0.296193,0.115385
mp-3223681,Li3Ca4MgAg4,Other lithium material,61,Caution,1,0.303017,0.430085,0.823814,0.855631,0.563076,0.677955,0.327164,0.401735
mp-3260447,LiNd2C3O,Carbon-family,95,Recommend,1,0.491769,0.648274,0.486085,0.628769,0.439007,0.398201,0.555545,0.019418
mp-3210843,Li12NbOsN8,Other lithium material,61,Caution,1,0.283894,0.315626,0.331407,0.546654,0.496766,0.81748,0.408433,0.274635
mp-3329501,Li(InAu)2,Other lithium material,61,Caution,1,0.124945,0.552696,0.477455,0.682298,0.48383,0.618081,0.395412,0.294113
mp-778743,Li5Cu(PO4)2,Other lithium material,55,Caution,0,0.626196,0.133556,0.642396,0.746853,0.481916,0.617351,0.61817,0.390956
mp-765992,Li3Mn(OF)2,LMO-family,76,Research Candidate,0,0.918049,0.445457,0.597851,0.556308,0.989039,0.733243,0.55826,0.69546
mp-12645,LiHoO2,Other lithium material,61,Caution,1,0.611586,0.001213,0.645332,0.569353,0.498882,0.298031,0.364781,0.533025
mp-754285,Li5MnO4,LMO-family,80,Research Candidate,0,0.798889,0.593459,0.287783,0.441656,0.871547,0.56742,0.572269,0.280249
mp-1020627,SrLiAl3N4,Other lithium material,61,Caution,1,0.416861,0.228422,0.079853,0.565505,0.450392,0.509056,0.0,0.557259
mp-3314627,LiPr4(FeO4)3,Other lithium material,64,Caution,1,0.613254,0.313913,0.050632,0.809891,0.339543,0.577594,0.503629,0.429368
mp-6499,BaLiBO3,Other lithium material,61,Caution,1,0.618354,0.0,0.641245,0.570353,0.495814,0.297575,0.372446,0.524006
mp-1177603,Li3MnV(PO4)3,LMO-family,82,Research Candidate,0,0.919222,0.662489,0.027148,0.606632,0.805583,0.565104,0.469117,0.414303
mp-3294779,K2Li3AlO4,Other lithium material,61,Caution,1,0.514378,0.200517,0.289649,0.6148,0.399633,0.571655,0.636134,0.274886
mp-757366,Li2CoP2O7,LCO-family,45,Avoid / Benchmark,0,0.888768,0.603726,0.243731,0.467512,0.000337,0.714764,0.358867,0.414099
mp-3205182,LiMnH6Ir,Other lithium material,64,Caution,1,0.24687,0.492852,0.291868,0.285942,0.692717,0.764772,0.732999,0.654425
mp-3211438,SrLiH9W,Other lithium material,61,Caution,1,0.255757,0.280071,0.311465,0.467047,0.496373,0.799685,0.459629,0.26347
mp-778325,Li2TiV3O8,LTO-family,79,Research Candidate,0,0.775023,0.2879,0.681204,0.594595,0.537526,0.638303,0.547857,0.121774
mp-541365,LiEuH3,Other lithium material,61,Caution,1,0.004443,0.505537,0.469491,0.352625,0.5099,0.249194,0.438023,0.588599
mp-849723,LiMnP2O7,LMO-family,82,Research Candidate,0,0.911178,0.66306,0.031171,0.604299,0.808445,0.566213,0.459999,0.42147
mp-759719,LiMn2P2(O4F)2,LMO-family,80,Research Candidate,0,0.790802,0.850318,0.148298,0.794221,0.828007,0.502184,0.41361,0.7411
mp-776021,Li4Sb(TeO4)3,Other lithium material,51,Caution,0,0.618693,0.15835,0.649842,0.762091,0.481639,0.621236,0.611797,0.391065
mp-3249740,LiPrInAg,Other lithium material,61,Caution,1,0.028718,0.603869,0.456588,0.509319,0.493151,0.563991,0.698186,0.445023
mp-532413,Li5B7S13,Li-S or sulfide-family,78,Research Candidate,1,0.582854,0.308298,0.706633,0.502188,0.637383,0.886186,0.289237,0.121015
mp-607785,Rb6LiNd11Se12(Cl4O9)4,Other lithium material,61,Caution,1,0.473119,0.133962,0.29112,0.434394,0.407569,0.243866,0.441856,0.394435
mp-34121,LiSbS2,Li-S or sulfide-family,72,Research Candidate,0,0.414537,0.466944,0.370052,0.372057,0.555216,0.834353,0.344956,0.010716
mp-3214383,LiY19(Cd3Os)2,Other lithium material,51,Caution,1,0.132153,0.552159,0.473505,0.684102,0.48085,0.617379,0.403669,0.285932
mp-3222853,LiSc2(AsIr)3,Other lithium material,51,Caution,1,0.20304,0.527455,0.483905,0.770124,0.481379,0.640325,0.323291,0.295655
mp-3201712,LiSiPtRh,Other lithium material,63,Caution,1,0.030478,0.602433,0.456083,0.509395,0.493343,0.563195,0.699725,0.446555
mp-753172,Li4Cr5O10,Other lithium material,53,Caution,0,0.479766,0.544997,0.201814,0.980343,0.326658,0.387983,0.45789,0.451632
mp-1301550,Li2VO2F,Other lithium material,47,Caution,0,0.610487,0.269206,0.024269,0.823754,0.377595,0.705833,0.483373,0.739904
mp-779336,Li3Cr2(PO4)3,Other lithium material,53,Caution,0,0.630396,0.120873,0.639007,0.740461,0.481938,0.616323,0.61881,0.390008
mp-1174232,Li4MnCo3O8,LCO-family,43,Avoid / Benchmark,0,0.849971,0.837267,0.982,0.560313,0.310973,0.578001,0.433951,0.622697
mp-3250575,Li3AcP2,Other lithium material,63,Caution,1,0.253965,0.313512,0.327804,0.505296,0.499737,0.807447,0.434009,0.279594
mp-1029776,Li2GeN2,Other lithium material,61,Caution,1,0.423822,0.174263,0.672395,0.65944,0.581678,0.865713,0.362484,0.390819
mp-3322019,Li(Cu2P)2,Other lithium material,63,Caution,1,0.13939,0.548273,0.480141,0.701357,0.483805,0.623771,0.376407,0.295135
mp-768875,Li6B4O9,Other lithium material,51,Caution,0,0.618992,0.262737,0.04037,0.777383,0.342296,0.574322,0.498463,0.430692
mp-3323592,Rb2Li2CrO4,Other lithium material,61,Caution,1,0.613045,0.306219,0.048686,0.803908,0.339208,0.578047,0.501875,0.425722
mp-773085,LiCoSbO4,LCO-family,51,Avoid / Benchmark,1,0.767717,0.567876,0.503922,0.315714,0.060511,0.715239,0.486236,0.267558
mp-3202785,LiCaP2Pd,Other lithium material,63,Caution,1,0.159512,0.541669,0.476634,0.714912,0.481262,0.62465,0.376749,0.291183
mp-1110970,Cs2LiTaF6,Other lithium material,46,Caution,0,0.029731,0.558942,0.428103,0.520934,0.532404,0.685905,0.693632,0.765395
mp-3247849,RbLi2TmBi2,Other lithium material,61,Caution,1,0.259339,0.316914,0.325003,0.508878,0.496656,0.807462,0.441152,0.270894
mp-1110706,Rb2LiYBr6,Other lithium material,61,Caution,1,0.167047,0.325419,0.294596,0.30453,0.509421,0.746558,0.749231,0.429413
mp-861905,LiBiPd2,Other lithium material,61,Caution,1,0.015891,0.606625,0.459954,0.501346,0.496032,0.563305,0.695185,0.452025
mp-778621,Li32Ti3Cr13O48,LTO-family,79,Research Candidate,0,0.765784,0.455038,0.086483,0.65188,0.394881,0.599131,0.429784,0.156803
mp-1035613,LiMg14WO16,Other lithium material,51,Caution,0,0.528791,0.200104,0.29283,0.635509,0.399965,0.575833,0.621445,0.279221
mp-3208512,Li4HfZrBr12,Other lithium material,61,Caution,1,0.279762,0.28026,0.316698,0.501452,0.497072,0.805868,0.437276,0.271941
mp-861717,Li8MnFe7(PO4)8,LMFP-family,97,Research Candidate,0,0.881995,0.388604,0.654834,0.537536,0.718502,0.645938,0.555611,0.337674
mp-758318,Li5VP2(O4F)2,Other lithium material,49,Caution,0,0.472724,0.204317,0.262744,0.604142,0.435002,0.68722,0.671252,0.580197
mp-850006,LiNiPO4,Other lithium material,48,Caution,0,0.45376,0.248317,0.289462,0.566434,0.399515,0.555635,0.697495,0.272643
mp-761243,Li5Fe8(BO3)8,Other lithium material,54,Caution,0,0.61554,0.301674,0.047507,0.802568,0.339312,0.577482,0.502372,0.42626
mp-759038,Li4Ti2Fe3Co3O16,LCO-family,46,Avoid / Benchmark,0,0.770577,0.700532,0.991402,0.605445,0.124172,0.566358,0.443464,0.388585
mp-1211341,Li3FeO6,Other lithium material,49,Caution,0,0.361979,0.493788,0.459421,0.823168,0.386075,0.391599,0.574933,0.297584
mp-1040138,LiMg30SiO32,Silicon-family,77,Research Candidate,0,0.501942,0.641024,0.484143,0.631841,0.439887,0.395347,0.559921,0.026624
mp-3215974,LiTa3(TiH4)4,Other lithium material,63,Caution,1,0.30039,0.430651,0.823104,0.851567,0.563132,0.676524,0.331646,0.401923
mp-14495,Li6ZnO4,Other lithium material,61,Caution,1,0.451049,0.132762,0.302816,0.427923,0.416129,0.247665,0.412511,0.415602
mp-5001,Li3BN2,Other lithium material,61,Caution,1,0.413656,0.064106,0.67881,0.502844,0.595637,0.549594,0.109568,0.527089
mp-866716,RbLiH12Se3N4,Other lithium material,61,Caution,1,0.418884,0.094129,0.67939,0.523529,0.589684,0.550817,0.123952,0.513655
mp-26533,LiNb2(PO4)3,Other lithium material,53,Caution,0,0.497,0.379478,0.79325,0.927481,0.466454,0.426417,0.584286,0.409813
mp-1191877,LiGdSn,Other lithium material,61,Caution,1,0.099588,0.456119,0.48464,0.515857,0.497667,0.298909,0.155465,0.429306
mp-3230121,LiNd3Cd3Ga2,Other lithium material,51,Caution,1,0.119641,0.555792,0.470996,0.667101,0.480915,0.612123,0.420976,0.285355
mp-3240867,Li2DyPt3,Other lithium material,61,Caution,1,0.129361,0.550145,0.477164,0.685122,0.484082,0.61783,0.394754,0.296306
mp-3223527,Li4Pr4RuPt3,Other lithium material,61,Caution,1,0.304788,0.42864,0.823306,0.855707,0.563269,0.677155,0.328713,0.403277
mp-675800,Li5TiP3,Other lithium material,57,Caution,0,0.418155,0.197275,0.678535,0.672706,0.58186,0.866986,0.362389,0.394514
mp-1306908,Li4Si2NiO7,Silicon-family,75,Research Candidate,0,0.78447,0.258808,0.673746,0.580592,0.537435,0.636802,0.547111,0.118466
mp-807998,Li4V3CrO8,Other lithium material,46,Caution,0,0.475061,0.554181,0.201281,0.981635,0.322382,0.392668,0.455732,0.433082
mp-3334857,Li4NdSb2,Other lithium material,61,Caution,1,0.12572,0.551537,0.476745,0.681014,0.484028,0.616857,0.39835,0.295613
mp-3244386,LiNdPt4,Other lithium material,61,Caution,1,0.022965,0.60322,0.46012,0.507577,0.496289,0.564035,0.691201,0.454469
mp-690866,LiMnPO4,LMO-family,84,Research Candidate,0,0.931997,0.458701,0.616369,0.528707,0.95091,0.60366,0.57673,0.381646
mp-861893,Li2LaPb,Other lithium material,51,Caution,1,0.015667,0.606807,0.460018,0.501336,0.496008,0.563407,0.694989,0.45183
mp-1235174,LiEu2Cr2O8,Other lithium material,50,Caution,0,0.497989,0.379724,0.793942,0.930158,0.466333,0.427716,0.58063,0.409023
mp-3208423,SrLi(NiGe)2,Other lithium material,57,Caution,1,0.116966,0.55666,0.470544,0.663694,0.480909,0.611151,0.424286,0.28509
mp-1222654,Li2GaSi,Other lithium material,52,Caution,0,0.01929,0.606218,0.461174,0.507419,0.495889,0.565697,0.687988,0.45127
mp-1211514,LiEuF2,Other lithium material,42,Caution,0,0.142374,0.50279,0.452066,0.715691,0.523044,0.74654,0.369057,0.615573
mp-2927,LiAg2Sn,Other lithium material,61,Caution,1,0.000614,0.50761,0.469613,0.349826,0.509712,0.249179,0.439194,0.586915
mp-1211094,LiCaVF6,Other lithium material,57,Caution,1,0.273142,0.246483,0.290774,0.514184,0.536027,0.928767,0.432943,0.590479
mp-1174121,Li5Mn2CoO8,LCO-family,43,Avoid / Benchmark,0,0.849687,0.836972,0.981594,0.558984,0.311056,0.577256,0.435962,0.623276
mp-759187,Li3Ti2(PO4)3,LTO-family,77,Research Candidate,0,0.768047,0.304568,0.684944,0.59988,0.537608,0.638265,0.551046,0.123706
mp-752542,Li2Ti2Mn3O10,LMO-family,82,Research Candidate,0,0.787534,0.889111,0.176872,0.774429,0.792843,0.374367,0.425536,0.437345
mp-1176978,Li9V6(P8O29)2,Other lithium material,55,Caution,0,0.612496,0.316864,0.051622,0.812089,0.339485,0.578278,0.50225,0.429207
mp-27587,Li8Pb3,Other lithium material,51,Caution,1,0.101123,0.454783,0.490959,0.527599,0.500457,0.304388,0.132255,0.436845
mp-3252265,LiEr2Rh5C,Carbon-family,95,Recommend,1,0.316082,0.688422,0.515547,0.568901,0.536652,0.648887,0.295214,0.020254
mp-3223729,LiTb2ZnPt2,Other lithium material,61,Caution,1,0.209812,0.525085,0.484889,0.778318,0.481432,0.642501,0.315655,0.2966
mp-864781,LiYb2Hg,Other lithium material,51,Caution,1,0.015292,0.607113,0.460125,0.50132,0.495967,0.563576,0.694661,0.451504
mp-1185376,LiLaTl2,Other lithium material,61,Caution,1,0.01557,0.606887,0.460046,0.501332,0.495997,0.563451,0.694904,0.451745
mp-3201554,LiInPdRh,Other lithium material,61,Caution,1,0.028983,0.603653,0.456512,0.50933,0.49318,0.563871,0.698418,0.445254
mp-1100667,Li9Mn2Co5O16,LCO-family,44,Avoid / Benchmark,0,0.975474,0.607612,0.835411,0.389136,0.326627,0.76955,0.46844,0.606993
mp-1203183,LiPH3NO3,Other lithium material,53,Caution,0,0.615917,0.165516,0.043037,0.630186,0.349818,0.259744,0.257264,0.547764
mp-36111,LiMgP,Other lithium material,63,Caution,1,0.150301,0.359311,0.309396,0.32587,0.511771,0.754441,0.727107,0.435799
mp-859107,LiCr(SiO3)2,Silicon-family,77,Research Candidate,0,0.771474,0.439983,0.082195,0.644216,0.395087,0.597034,0.432678,0.157171
mp-3244635,LiLaSi2Au,Other lithium material,63,Caution,1,0.1585,0.542495,0.476924,0.714869,0.481151,0.625108,0.375864,0.290302
mp-3252097,LiTbHoRu,Other lithium material,61,Caution,1,0.028045,0.604418,0.456781,0.50929,0.493078,0.564295,0.697598,0.444437
mp-25907,LiSn(PO3)4,Other lithium material,55,Caution,0,0.382561,0.483652,0.452855,0.82884,0.384266,0.387033,0.589234,0.298983
mp-3208124,Li3B4PdRh4,Other lithium material,61,Caution,1,0.295625,0.592391,0.227185,0.909094,0.420702,0.636755,0.213589,0.438492
mp-3286420,Li(TaSe2)4,Other lithium material,61,Caution,1,0.111262,0.55597,0.474062,0.661954,0.484052,0.611172,0.417343,0.294579
mp-3323039,LiHf4Pt15,Other lithium material,61,Caution,1,0.149681,0.543295,0.48036,0.710361,0.484184,0.624792,0.370717,0.29873
mp-3252358,LiErInAg,Other lithium material,61,Caution,1,0.028687,0.603895,0.456597,0.509318,0.493148,0.564005,0.698159,0.444996
mp-1194281,Li2Co(SO4)2,LCO-family,52,Avoid / Benchmark,1,0.878443,0.339143,0.848141,0.255224,0.156389,0.440041,0.221544,0.511494
mp-3207035,Cs2LiAg3F12,Other lithium material,57,Caution,1,0.271642,0.259055,0.296751,0.52962,0.535302,0.935654,0.416165,0.586245
mp-3252983,LiNdMnPt3,Other lithium material,64,Caution,1,0.226708,0.683444,0.459336,0.645068,0.665196,0.627342,0.402589,0.516313
mp-3170953,Li(CaPd)2,Other lithium material,61,Caution,1,0.175854,0.535615,0.485536,0.745729,0.484066,0.635656,0.33485,0.300059
mp-1178348,Li2Cu2C2O7,Carbon-family,85,Recommend,0,0.641024,0.531998,0.831616,0.769735,0.521448,0.448906,0.510988,0.134976
mp-2935,Li2GeAu,Other lithium material,61,Caution,1,0.006557,0.505127,0.470104,0.356009,0.509845,0.25042,0.434222,0.588376
mp-1212343,Li22(Cu3Si2)7,Other lithium material,63,Caution,1,0.257539,0.326311,0.334324,0.526562,0.499401,0.814083,0.416629,0.279058
mp-3291982,LiNb5As4,Other lithium material,51,Caution,1,0.170051,0.537194,0.484273,0.737577,0.484119,0.633042,0.343334,0.299959
mp-1195536,CsLi5Mn(P2O7)2,LMO-family,92,Research Candidate,1,0.811762,0.454815,0.278451,0.273103,0.879744,0.24648,0.340516,0.399219
mp-1040348,KLiMg30O31,Other lithium material,51,Caution,0,0.533382,0.223718,0.302383,0.666582,0.400067,0.582374,0.604916,0.283643
mp-1206759,LiZrS2,Li-S or sulfide-family,78,Research Candidate,1,0.284114,0.695223,0.513672,0.53113,0.539959,0.63765,0.325188,0.028746
mp-3248866,Li2AcAg2,Other lithium material,61,Caution,1,0.137472,0.549049,0.479959,0.699299,0.483767,0.623329,0.37812,0.294703
mp-1147686,Li10Zn(PS4)4,Li-S or sulfide-family,74,Research Candidate,0,0.58039,0.484039,0.110329,0.567935,0.492061,0.846107,0.180802,0.151359
mp-3203159,SrLiPRh2,Other lithium material,63,Caution,1,0.165152,0.540223,0.477943,0.723057,0.481191,0.627338,0.368122,0.291142
mp-776035,Li9Cu3P8O29,Other lithium material,55,Caution,0,0.449704,0.272781,0.296729,0.584164,0.399644,0.558296,0.693449,0.276316
mp-1078834,LiRuF6,Other lithium material,57,Caution,1,0.248036,0.170328,0.312936,0.382961,0.55219,0.622333,0.152704,0.732232
mp-3223788,Li(TmSb)2,Other lithium material,61,Caution,1,0.111461,0.555808,0.474005,0.661962,0.484073,0.611083,0.417517,0.294752
mp-1222798,Li14MgSi4,Other lithium material,63,Caution,1,0.269458,0.321871,0.336143,0.541182,0.499424,0.818319,0.402094,0.280137
mp-1176667,LiMn2(BO3)2,LMO-family,80,Research Candidate,0,0.910417,0.664832,0.031683,0.605141,0.808408,0.566505,0.459564,0.421315
mp-3244599,Li2Pr2Si2Sn,Other lithium material,63,Caution,1,0.188647,0.532624,0.481935,0.753042,0.481239,0.635921,0.338952,0.293441
